gene_id,gene_symbol
83871,RAB34
9692,PRORP
4160,MC4R
51319,RSRC1
7920,ABHD16A
8560,DEGS1
4323,MMP14
7020,TFAP2A
5442,POLRMT
23166,STAB1
51271,UBAP1
55012,PPP2R3C
200734,SPRED2
4632,MYL1
7855,FZD5
23268,DNMBP
55361,PI4K2A
9529,BAG5
284439,SLC25A42
9518,GDF15
1947,EFNB1
23262,PPIP5K2
8363,H4C11
7534,YWHAZ
57282,SLC4A10
391356,PTRHD1
221481,ARMC12
4808,NHLH2
6810,STX4
7701,ZNF142
8364,H4C3
150365,MEI1
79703,TOP6BL
84071,ARMC2
51098,IFT52
53335,BCL11A
6942,TCF20
9158,FIBP
6506,SLC1A2
140679,SLC32A1
7140,TNNT3
6117,RPA1
4621,MYH3
25973,PARS2
51341,ZBTB7A
11261,CHP1
54894,RNF43
8214,DGCR6
8220,ESS2
54487,DGCR8
9993,DGCR2
540,ATP7B
3978,LIG1
4123,MAN2C1
339855,KY
2562,GABRB3
5286,PIK3C2A
7867,MAPKAPK3
8131,NPRL3
5818,NECTIN1
10641,NPRL2
5271,SERPINB8
23219,FBXO28
85459,CEP295
246176,GAS2L2
344658,SAMD7
57192,MCOLN1
26100,WIPI2
10750,GRAP
3980,LIG3
79882,ZC3H14
84695,LOXL3
3658,IREB2
6563,SLC14A1
221078,NSUN6
6878,TAF6
826,CAPNS1
124976,SPNS2
29127,RACGAP1
5062,PAK2
27145,FILIP1
9138,ARHGEF1
9900,SV2A
30817,ADGRE2
11281,POU6F2
353116,RILPL1
79879,CCDC134
8402,SLC25A11
79876,UBA5
54892,NCAPG2
11055,ZPBP
51412,ACTL6B
2355,FOSL2
1071,CETP
11267,SNF8
3875,KRT18
84320,ACBD6
1743,DLST
54765,TRIM44
9154,SLC28A1
26610,ELP4
27286,SRPX2
6651,SON
4081,MAB21L1
81858,SHARPIN
5698,PSMB9
1815,DRD4
10073,SNUPN
93035,PKHD1L1
161725,OTUD7A
1725,DHPS
124842,TMEM132E
362,AQP5
2159,F10
2560,GABRB1
54496,PRMT7
4128,MAOA
7019,TFAM
23229,ARHGEF9
1108,CHD4
6102,RP2
444,ASPH
1781,DYNC1I2
774,CACNA1B
2332,FMR1
285600,KIAA0825
372,ARCN1
22808,MRAS
2906,GRIN2D
3977,LIFR
4015,LOX
3560,IL2RB
54538,ROBO4
2257,FGF12
2998,GYS2
55213,RCBTB1
1415,CRYBB2
6424,SFRP4
10681,GNB5
57514,ARHGAP31
6154,RPL26
10653,SPINT2
140732,SUN5
128240,NAXE
3198,HOXA1
51715,RAB23
79983,POF1B
79143,MBOAT7
197,AHSG
4222,MEOX1
55252,ASXL2
342035,GLDN
6904,TBCD
2177,FANCD2
84295,PHF6
2176,FANCC
5236,PGM1
55005,RMND1
8799,PEX11B
23438,HARS2
10295,BCKDK
124454,EARS2
55074,OXR1
6041,RNASEL
3229,HOXC13
8996,NOL3
3480,IGF1R
23639,DNAAF11
10299,MARCHF6
374407,DNAJB13
11113,CIT
10128,LRPPRC
3376,IARS1
83538,ODAD4
4869,NPM1
6455,SH3GL1
1050,CEBPA
8028,MLLT10
4026,LPP
26511,CHIC2
8301,PICALM
146227,BEAN1
4570,MT-TN
124404,SEPTIN12
11136,SLC7A9
6519,SLC3A1
8443,GNPAT
25914,RTTN
973,CD79A
3543,IGLL1
152816,ODAPH
29760,BLNK
56262,LRRC8A
2892,GRIA3
23090,ZNF423
22897,CEP164
646960,PRSS56
1717,DHCR7
8802,SUCLG1
132158,GLYCTK
51199,NIN
148022,TICAM1
649,BMP1
5826,ABCD4
6792,CDKL5
116085,SLC22A12
65109,UPF3B
197257,LDHD
5828,PEX2
6789,STK4
5192,PEX10
55670,PEX26
54919,DNAAF5
9409,PEX16
1588,CYP19A1
2130,EWSR1
7837,PXDN
9180,OSMR
5230,PGK1
3300,DNAJB2
254065,BRWD3
5194,PEX13
54414,SIAE
3460,IFNGR2
5824,PEX19
5195,PEX14
4092,SMAD7
3594,IL12RB1
51067,YARS2
3593,IL12B
867,CBL
51475,CABP2
1261,CNGA3
137492,VPS37A
8013,NR4A3
8729,GBF1
3741,KCNA5
81607,NECTIN4
3663,IRF5
6272,SORT1
4297,KMT2A
219931,TPCN2
23092,ARHGAP26
9056,SLC7A7
1508,CTSB
175,AGA
5116,PCNT
51128,SAR1B
57338,JPH3
80270,HSD3B7
348938,NIPAL4
9368,NHERF1
29957,SLC25A24
3199,HOXA2
51305,KCNK9
200894,ARL13B
100506658,OCLN
51294,PCDH12
1807,DPYS
5307,PITX1
96459,FNIP1
85378,TUBGCP6
6688,SPI1
100128908,CIROP
8328,GFI1B
26191,PTPN22
6515,SLC2A3
223117,SEMA3D
10512,SEMA3C
4902,NRTN
4312,MMP1
1739,DLG1
22837,COBLL1
54848,ARHGEF38
9411,ARHGAP29
3080,CFHR2
8404,SPARCL1
29922,NME7
124401,ANKS3
8629,JRK
1235,CCR6
79932,KIAA0319L
1808,DPYSL2
377,ARF3
6453,ITSN1
84623,KIRREL3
9024,BRSK2
166336,PRICKLE2
1501,CTNND2
8766,RAB11A
7314,UBB
55297,CCDC91
6492,SIM1
3760,KCNJ3
2115,ETV1
2118,ETV4
51106,TFB1M
57477,SHROOM4
2619,GAS1
8928,FOXH1
6997,CRIPTO
346288,SEPTIN14
4255,MGMT
6867,TACC1
6098,ROS1
10460,TACC3
4641,MYO1C
401541,CENPP
23558,WBP2
64377,CHST8
7133,TNFRSF1B
3045,HBD
57562,CEP126
9640,ZNF592
429,ASCL1
5777,PTPN6
6845,VAMP7
6965,TRG
30012,TLX3
3195,TLX1
4602,MYB
8115,TCL1A
6964,TRD
6957,TRB
7704,ZBTB16
6955,TRA
79823,CAMKMT
5327,PLAT
3170,FOXA2
596,BCL2
604,BCL6
4692,NDN
4671,NAIP
10736,SIX2
22947,DUX4L1
100288687,DUX4
81608,FIP1L1
3764,KCNJ8
116028,RMI2
84133,ZNRF3
7469,NELFA
9037,SEMA5A
5420,PODXL
55958,KLHL9
57644,MYH7B
23207,PLEKHM2
142678,MIB2
171568,POLR3H
1761,DMRT1
388015,RTL1
8788,DLK1
55384,MEG3
135656,MUCL3
8320,EOMES
5414,SEPTIN4
9463,PICK1
57120,GOPC
466,ATF1
205717,USF3
7373,COL14A1
8148,TAF15
6945,MLX
6757,SSX2
6760,SS18
2052,EPHX1
9064,MAP3K6
4916,NTRK3
10144,FAM13A
79572,ATP13A3
1581,CYP7A1
3492,IGH
330,BIRC3
9940,DLEC1
25970,SH2B1
1649,DDIT3
3501,IGHG2
374354,NHLRC2
55784,MCTP2
3131,HLF
57599,WDR48
8852,AKAP4
199223,TTC21A
340075,ARSI
56649,TMPRSS4
101101692,HELLPAR
6591,SNAI2
151188,ARL6IP6
51663,ZFR
27063,ANKRD1
2274,FHL2
9015,TAF1A
7112,TMPO
9464,HAND2
495,ATP4A
750,GAS8-AS1
8805,TRIM24
729582,DIRC3
5987,TRIM27
8031,NCOA4
1964,EIF1AX
23085,ERC1
9950,GOLGA5
2846,LPAR4
8030,CCDC6
5108,PCM1
2859,GPR35
10507,SEMA4D
4485,MST1
8467,SMARCA5
3670,ISL1
65998,ZFTA
132320,SCLT1
84277,DNAJC30
3115,HLA-DPB1
23630,KCNE5
7871,SLMAP
29098,RANGRF
6224,RPS20
6132,RPL8
6160,RPL31
6133,RPL9
11224,RPL35
1230,CCR1
3592,IL12A
101928376,IL12A-AS1
7099,TLR4
337867,UBAC2
51752,ERAP1
8302,KLRC4
1392,CRH
2887,GRB10
79722,ANKRD55
5771,PTPN2
84282,RNF135
9103,FCGR2C
3475,IFRD1
25894,PLEKHG4
6288,SAA1
9555,MACROH2A1
4556,MT-TE
27238,GPKOW
3337,DNAJB1
5305,PIP4K2A
6689,SPIB
5450,POU2AF1
9966,TNFSF15
79258,MMEL1
60401,EDA2R
4176,MCM7
29081,METTL5
23309,SIN3B
9817,KEAP1
4537,MT-ND3
9881,TRANK1
79776,ZFHX4
7531,YWHAE
84107,ZIC4
4811,NID1
10188,TNK2
22854,NTNG1
1933,EEF1B2
6249,CLIP1
7430,EZR
1260,CNGA2
10178,TENM1
129804,FBLN7
84910,TMEM87B
135228,CD109
627,BDNF
51548,SIRT6
6427,SRSF2
253430,IPMK
7514,XPO1
4842,NOS1
6237,RRAS
6804,STX1A
7461,CLIP2
5982,RFC2
2969,GTF2I
3984,LIMK1
9569,GTF2IRD1
155382,VPS37D
155368,METTL27
114049,BUD23
7458,EIF4H
84163,GTF2IRD2
26608,TBL2
135886,TMEM270
9031,BAZ1B
5657,PRTN3
3113,HLA-DPA1
248,ALPI
721,C4B
733,C8G
863,CBFA2T3
10695,CNPY3
4618,MYF6
221037,JMJD1C
4477,MSMB
151,ADRA2B
7380,UPK3A
22943,DKK1
4144,MAT2A
23493,HEY2
22999,RIMS1
2192,FBLN1
728118,NUTM2A
221895,JAZF1
729262,NUTM2B
7484,WNT9B
54617,INO80
84930,MASTL
7189,TRAF6
8100,IFT88
762,CA4
10346,TRIM22
186,AGTR2
9459,ARHGEF6
347344,ZNF81
25792,CIZ1
1399,CRKL
55914,ERBIN
9630,GNA14
9184,BUB3
5602,MAPK10
10857,PGRMC1
84126,ATRIP
10452,TOMM40
6653,SORL1
5445,PON2
55830,GLT8D1
10891,PPARGC1A
5444,PON1
5446,PON3
1610,DAO
7942,TFEB
6421,SFPQ
6303,SAT1
256646,NUTM1
5774,PTPN3
57194,ATP10A
54681,P4HTM
55109,AGGF1
79184,BRCC3
64764,CREB3L2
8218,CLTCL1
4299,AFF1
9646,CTR9
26130,GAPVD1
51479,ANKFY1
83478,ARHGAP24
93650,ACP4
1357,CPA1
3975,LHX1
5699,PSMB10
57105,CYSLTR2
54386,TERF2IP
1030,CDKN2B
84916,UTP4
8742,TNFSF12
5922,RASA2
389421,LIN28B
4004,LMO1
23769,FLRT1
4509,MT-ATP8
7862,BRPF1
5260,PHKG1
862,RUNX1T1
7477,WNT7B
6209,RPS15
3500,IGHG1
28444,IGHV3-21
5027,P2RX7
115761,ARL11
84548,TMEM185A
10725,NFAT5
1750,DLX6
7979,SEM1
8945,BTRC
58513,EPS15L1
6468,FBXW4
23317,DNAJC13
135,ADORA2A
3624,INHBA
5495,PPM1B
6184,RPN1
64783,RBM15
7258,TSPY1
57135,DAZ4
5590,PRKCZ
8510,MMP23B
7798,LUZP1
10630,PDPN
10277,UBE4B
8514,KCNAB2
54897,CASZ1
2947,GSTM3
1084,CEACAM3
51164,DCTN4
115019,SLC26A9
11254,SLC6A14
22802,CLCA4
4680,CEACAM6
28395,IGHV4-34
81614,NIPA2
2215,FCGR3B
3684,ITGAM
55024,BANK1
3654,IRAK1
2113,ETS1
10318,TNIP1
7332,UBE2L3
6696,SPP1
54899,PXK
23019,CNOT1
64398,PALS1
86,ACTL6A
23077,MYCBP2
5976,UPF1
23162,MAPK8IP3
10492,SYNCRIP
5980,REV3L
9644,SH3PXD2A
6239,RREB1
7290,HIRA
9632,SEC24C
7353,UFD1
421,ARVCF
84649,DGAT2
7044,LEFTY2
92949,ADAMTSL1
26585,GREM1
25937,WWTR1
1595,CYP51A1
3122,HLA-DRA
407975,MIR17HG
3090,HIC1
1512,CTSH
5032,P2RY11
4300,MLLT3
5371,PML
64859,NABP1
4926,NUMA1
7913,DEK
84520,GON7
51232,CRIM1
2357,FPR1
4665,NAB2
57393,CLTRN
84181,CHD6
1813,DRD2
4863,NPAT
6814,STXBP3
89780,WNT3A
25776,CBY1
55139,ANKZF1
9098,USP6
10590,SCGN
6728,SRP19
3142,HLX
348932,SLC6A18
54716,SLC6A20
2354,FOSB
2353,FOS
283008,NUTM2E
153572,IRX2
83858,ATAD3B
219293,ATAD3C
7039,TGFA
9444,QKI
29128,UHRF1
2321,FLT1
9901,SRGAP3
56999,ADAMTS9
2272,FHIT
84925,SLC49A4
79663,HSPBAP1
7049,TGFBR3
83854,ANGPTL6
