node1,node2
G_249,D_ORPHA:247676
G_3586,D_OMIM:609423
G_84133,D_ORPHA:1501
G_3691,D_ORPHA:1114
G_9378,D_ORPHA:600663
G_857,D_ORPHA:696206
G_2077,D_ORPHA:207
G_6775,D_ORPHA:93552
G_6899,D_ORPHA:1727
G_80055,D_OMIM:615802
G_84905,D_ORPHA:641368
G_79581,D_OMIM:614707
G_4352,D_ORPHA:3318
G_8878,D_ORPHA:803
G_6866,D_OMIM:614839
G_57644,D_ORPHA:54260
G_57122,D_OMIM:616730
G_9453,D_ORPHA:642976
G_3747,D_ORPHA:442835
G_6495,D_ORPHA:90635
G_10290,D_ORPHA:169186
G_55739,D_ORPHA:555402
G_148738,D_OMIM:602390
G_54675,D_OMIM:620167
G_3043,D_ORPHA:232
G_10907,D_OMIM:608572
G_9401,D_ORPHA:221016
G_5626,D_OMIM:262600
G_2131,D_OMIM:133700
G_1363,D_ORPHA:633028
G_54585,D_OMIM:615994
G_8823,D_ORPHA:2498
G_595,D_OMIM:193300
G_116369,D_ORPHA:276234
G_55975,D_ORPHA:603684
G_11019,D_OMIM:614462
G_54551,D_ORPHA:177910
G_7512,D_OMIM:300909
G_3845,D_ORPHA:251615
G_64132,D_OMIM:264800
G_1029,D_OMIM:606719
G_10205,D_OMIM:618145
G_54809,D_ORPHA:494433
G_8988,D_ORPHA:139525
G_24,D_ORPHA:791
G_10273,D_OMIM:618093
G_50937,D_ORPHA:93926
G_5080,D_ORPHA:98944
G_2064,D_OMIM:619465
G_5375,D_OMIM:618279
G_64412,D_ORPHA:527450
G_114902,D_OMIM:605670
G_7012,D_OMIM:127550
G_89910,D_ORPHA:2707
G_4508,D_ORPHA:644
G_4072,D_ORPHA:92050
G_3426,D_ORPHA:75376
G_54456,D_OMIM:619878
G_64218,D_OMIM:610282
G_5313,D_OMIM:266200
G_56975,D_ORPHA:1832
G_65998,D_ORPHA:251636
G_3778,D_OMIM:618596
G_2688,D_ORPHA:629
G_8822,D_ORPHA:478
G_3912,D_OMIM:615191
G_9997,D_ORPHA:521411
G_2266,D_ORPHA:101041
G_90417,D_ORPHA:221139
G_6334,D_OMIM:614558
G_58508,D_OMIM:617768
G_55181,D_OMIM:619268
G_26074,D_ORPHA:137893
G_3043,D_ORPHA:715135
G_3043,D_ORPHA:251365
G_10021,D_OMIM:619521
G_57152,D_ORPHA:87503
G_55704,D_OMIM:617507
G_58,D_ORPHA:2020
G_153642,D_OMIM:619698
G_2103,D_ORPHA:90636
G_3753,D_OMIM:613695
G_673,D_ORPHA:389
G_549,D_OMIM:250950
G_1646,D_OMIM:614279
G_284111,D_OMIM:615905
G_8838,D_OMIM:208230
G_283989,D_OMIM:610204
G_547,D_OMIM:614255
G_2048,D_OMIM:618462
G_3045,D_ORPHA:699822
G_9200,D_ORPHA:2020
G_2200,D_OMIM:129600
G_23426,D_ORPHA:2052
G_4695,D_ORPHA:85136
G_3728,D_ORPHA:34217
G_90417,D_OMIM:613328
G_4281,D_ORPHA:2745
G_93426,D_OMIM:616950
G_144568,D_OMIM:166760
G_131118,D_ORPHA:66634
G_5087,D_OMIM:617641
G_23404,D_ORPHA:494439
G_5015,D_ORPHA:99001
G_57647,D_ORPHA:983
G_8626,D_ORPHA:978
G_10370,D_ORPHA:3303
G_7299,D_OMIM:203100
G_60482,D_OMIM:158580
G_63925,D_ORPHA:329228
G_6304,D_OMIM:619228
G_124512,D_ORPHA:88616
G_4902,D_ORPHA:388
G_29954,D_ORPHA:588
G_331,D_OMIM:308240
G_57647,D_OMIM:618731
G_4846,D_OMIM:621469
G_6531,D_OMIM:188890
G_51399,D_OMIM:618741
G_3240,D_OMIM:614081
G_51339,D_ORPHA:857
G_80152,D_OMIM:618702
G_9913,D_OMIM:621130
G_1642,D_OMIM:619426
G_6469,D_ORPHA:988
G_3418,D_ORPHA:251598
G_6687,D_ORPHA:99013
G_3299,D_OMIM:116800
G_1861,D_OMIM:618947
G_1417,D_ORPHA:98991
G_3209,D_OMIM:140000
G_2517,D_ORPHA:349
G_2248,D_ORPHA:2791
G_9663,D_OMIM:609628
G_116085,D_ORPHA:94088
G_83696,D_OMIM:613192
G_4638,D_OMIM:249210
G_100996717,D_OMIM:619473
G_1906,D_ORPHA:137888
G_8270,D_OMIM:301006
G_388939,D_ORPHA:791
G_5830,D_OMIM:214110
G_56916,D_ORPHA:289465
G_5728,D_ORPHA:502366
G_4306,D_ORPHA:171871
G_10093,D_OMIM:620141
G_7469,D_ORPHA:280
G_26173,D_OMIM:618571
G_191,D_OMIM:613752
G_9895,D_OMIM:615031
G_59,D_OMIM:611788
G_55215,D_ORPHA:84
G_5144,D_ORPHA:439822
G_10801,D_ORPHA:2901
G_2784,D_OMIM:617024
G_60468,D_OMIM:618394
G_4143,D_OMIM:250850
G_6323,D_OMIM:609634
G_5261,D_ORPHA:264580
G_7273,D_ORPHA:324604
G_23096,D_ORPHA:819
G_7171,D_ORPHA:140957
G_3460,D_ORPHA:319589
G_340061,D_ORPHA:425120
G_375790,D_ORPHA:98914
G_6023,D_ORPHA:39041
G_79875,D_ORPHA:91387
G_356,D_ORPHA:3261
G_5456,D_OMIM:304400
G_54567,D_ORPHA:974
G_6328,D_OMIM:617938
G_6240,D_OMIM:620647
G_10262,D_ORPHA:1788
G_220074,D_ORPHA:90636
G_5587,D_ORPHA:276145
G_3208,D_OMIM:224500
G_9987,D_OMIM:609115
G_8233,D_OMIM:301132
G_5297,D_ORPHA:631079
G_5080,D_ORPHA:98942
G_175,D_ORPHA:93
G_1301,D_ORPHA:560
G_7818,D_OMIM:621101
G_4867,D_OMIM:609583
G_3827,D_ORPHA:483
G_6197,D_ORPHA:276630
G_51053,D_ORPHA:2554
G_6928,D_OMIM:125853
G_593,D_OMIM:248600
G_4047,D_OMIM:618840
G_3425,D_OMIM:607015
G_26154,D_ORPHA:457
G_79005,D_OMIM:620107
G_57231,D_OMIM:616354
G_79641,D_OMIM:226750
G_2253,D_OMIM:146110
G_29954,D_OMIM:613158
G_1186,D_OMIM:618541
G_8218,D_ORPHA:453510
G_6929,D_ORPHA:585956
G_7299,D_OMIM:601800
G_92935,D_ORPHA:447954
G_11155,D_OMIM:601493
G_2619,D_ORPHA:93926
G_1509,D_ORPHA:700497
G_7476,D_ORPHA:2854
G_55812,D_ORPHA:364055
G_2629,D_ORPHA:77261
G_56652,D_ORPHA:1186
G_7157,D_ORPHA:293199
G_23414,D_ORPHA:2140
G_121391,D_ORPHA:69084
G_4233,D_ORPHA:319298
G_23279,D_OMIM:618178
G_1773,D_OMIM:152700
G_1301,D_OMIM:618533
G_65109,D_ORPHA:777
G_121214,D_ORPHA:313
G_54101,D_ORPHA:1401
G_7913,D_ORPHA:402014
G_6521,D_ORPHA:93608
G_6295,D_OMIM:613758
G_668,D_ORPHA:572333
G_57462,D_OMIM:618317
G_4780,D_OMIM:617744
G_5075,D_OMIM:615560
G_200162,D_ORPHA:399805
G_6356,D_OMIM:600807
G_249,D_ORPHA:247685
G_2475,D_ORPHA:269008
G_8517,D_OMIM:301081
G_5230,D_ORPHA:713
G_9037,D_ORPHA:281
G_3717,D_ORPHA:824
G_2778,D_ORPHA:94089
G_8929,D_ORPHA:661
G_6337,D_OMIM:264350
G_282809,D_ORPHA:1872
G_3551,D_ORPHA:397787
G_3043,D_OMIM:617971
G_83879,D_ORPHA:2268
G_149233,D_OMIM:605606
G_8878,D_ORPHA:275864
G_10159,D_OMIM:300911
G_3508,D_ORPHA:98920
G_6154,D_ORPHA:124
G_6638,D_ORPHA:177907
G_150,D_OMIM:620679
G_6329,D_ORPHA:682
G_27315,D_ORPHA:247262
G_146057,D_OMIM:604432
G_5148,D_OMIM:613582
G_54840,D_OMIM:208920
G_11128,D_ORPHA:447896
G_1144,D_ORPHA:98913
G_340024,D_OMIM:234500
G_3767,D_OMIM:125853
G_6928,D_ORPHA:93111
G_2733,D_OMIM:611890
G_4094,D_ORPHA:1272
G_1410,D_ORPHA:399058
G_7021,D_OMIM:617035
G_8492,D_OMIM:249500
G_1493,D_ORPHA:436159
G_3113,D_ORPHA:900
G_3572,D_OMIM:619751
G_1500,D_ORPHA:1997
G_4978,D_OMIM:167000
G_11107,D_ORPHA:90354
G_2767,D_ORPHA:675359
G_2157,D_ORPHA:169808
G_7100,D_OMIM:615557
G_51218,D_ORPHA:401866
G_27130,D_ORPHA:3156
G_2592,D_ORPHA:79239
G_970,D_OMIM:618261
G_283989,D_OMIM:225753
G_6845,D_ORPHA:251510
G_79583,D_ORPHA:2318
G_4286,D_OMIM:617306
G_190,D_OMIM:300200
G_4615,D_OMIM:612260
G_6556,D_OMIM:607948
G_79731,D_OMIM:618434
G_3458,D_ORPHA:699618
G_1413,D_ORPHA:441452
G_7051,D_ORPHA:281127
G_3845,D_OMIM:615278
G_60482,D_OMIM:617143
G_9968,D_ORPHA:776
G_1859,D_OMIM:614104
G_857,D_OMIM:615343
G_162417,D_OMIM:237310
G_29851,D_OMIM:607594
G_57215,D_OMIM:620940
G_3162,D_OMIM:614034
G_23299,D_OMIM:615290
G_4353,D_OMIM:254600
G_54968,D_ORPHA:1194
G_1183,D_ORPHA:485350
G_785,D_ORPHA:211067
G_22995,D_OMIM:614852
G_23114,D_OMIM:618356
G_2053,D_OMIM:143890
G_3767,D_ORPHA:79134
G_6760,D_ORPHA:3273
G_1311,D_OMIM:132400
G_7424,D_OMIM:615907
G_27327,D_OMIM:618074
G_735,D_OMIM:615591
G_6664,D_ORPHA:1465
G_4041,D_ORPHA:498481
G_4308,D_ORPHA:714079
G_6599,D_OMIM:620241
G_10456,D_ORPHA:99749
G_844,D_ORPHA:88635
G_2322,D_OMIM:613065
G_25937,D_ORPHA:673556
G_860,D_OMIM:156510
G_7415,D_ORPHA:329478
G_7490,D_ORPHA:654
G_6999,D_OMIM:600627
G_6611,D_ORPHA:3063
G_1234,D_OMIM:612522
G_5727,D_ORPHA:280195
G_7084,D_ORPHA:254875
G_65062,D_OMIM:614424
G_6892,D_OMIM:620814
G_4089,D_OMIM:260350
G_5605,D_OMIM:615280
G_8091,D_ORPHA:397590
G_388015,D_ORPHA:96334
G_2767,D_ORPHA:428
G_7157,D_ORPHA:52688
G_147409,D_OMIM:607903
G_4593,D_OMIM:608931
G_55129,D_OMIM:613728
G_1296,D_OMIM:136800
G_1760,D_ORPHA:589833
G_8910,D_OMIM:159900
G_10804,D_OMIM:220290
G_221481,D_ORPHA:137893
G_773,D_ORPHA:2382
G_7253,D_OMIM:275200
G_5995,D_ORPHA:791
G_122481,D_ORPHA:276234
G_1896,D_ORPHA:99798
G_5080,D_OMIM:120200
G_22796,D_ORPHA:435934
G_1495,D_ORPHA:99001
G_90268,D_ORPHA:500062
G_190,D_ORPHA:251510
G_59341,D_OMIM:181405
G_3899,D_ORPHA:632603
G_79944,D_OMIM:236792
G_8573,D_OMIM:300908
G_4001,D_ORPHA:99027
G_170692,D_ORPHA:369970
G_6135,D_ORPHA:124
G_5961,D_OMIM:613105
G_6134,D_OMIM:300847
G_1816,D_OMIM:606798
G_58494,D_OMIM:213600
G_22859,D_OMIM:620065
G_5395,D_ORPHA:252202
G_79659,D_OMIM:613091
G_8884,D_OMIM:618973
G_51081,D_OMIM:617872
G_5354,D_ORPHA:280224
G_123264,D_OMIM:619481
G_4282,D_OMIM:604302
G_3815,D_ORPHA:79455
G_220296,D_ORPHA:210548
G_9837,D_OMIM:617827
G_91147,D_OMIM:216360
G_727857,D_ORPHA:1986
G_1280,D_OMIM:150600
G_1420,D_OMIM:604307
G_284184,D_ORPHA:2609
G_2153,D_ORPHA:131
G_10653,D_ORPHA:563708
G_339453,D_OMIM:607454
G_10210,D_ORPHA:2754
G_6492,D_ORPHA:171829
G_152816,D_ORPHA:100033
G_1747,D_ORPHA:100034
G_7293,D_ORPHA:431149
G_1260,D_ORPHA:88620
G_781,D_ORPHA:51083
G_3690,D_ORPHA:140957
G_1760,D_ORPHA:589827
G_57538,D_OMIM:618052
G_1180,D_ORPHA:614
G_1056,D_OMIM:609812
G_1280,D_OMIM:616583
G_50617,D_ORPHA:402041
G_4893,D_OMIM:249400
G_56997,D_OMIM:612016
G_112817,D_OMIM:613616
G_57716,D_OMIM:614895
G_3492,D_ORPHA:545
G_51067,D_ORPHA:2598
G_344658,D_OMIM:620762
G_50937,D_ORPHA:280195
G_25814,D_ORPHA:98761
G_2186,D_OMIM:148000
G_79576,D_ORPHA:700325
G_54386,D_ORPHA:618
G_199713,D_OMIM:231090
G_7124,D_OMIM:157300
G_3008,D_OMIM:617537
G_83538,D_ORPHA:244
G_51004,D_OMIM:614650
G_5913,D_ORPHA:33108
G_9524,D_ORPHA:88616
G_55210,D_ORPHA:615986
G_6820,D_OMIM:617571
G_10324,D_ORPHA:171433
G_585,D_OMIM:615982
G_2735,D_OMIM:618123
G_25788,D_OMIM:114500
G_55777,D_ORPHA:178469
G_64419,D_ORPHA:169189
G_54982,D_OMIM:204300
G_2632,D_OMIM:232500
G_200205,D_OMIM:616451
G_4149,D_ORPHA:29072
G_2911,D_ORPHA:631095
G_1280,D_OMIM:619248
G_9627,D_OMIM:168600
G_79903,D_ORPHA:1980
G_9918,D_OMIM:617983
G_5885,D_OMIM:614701
G_2690,D_ORPHA:633
G_3586,D_ORPHA:117
G_3075,D_ORPHA:244242
G_1280,D_ORPHA:93279
G_3975,D_ORPHA:261265
G_11141,D_ORPHA:777
G_1493,D_ORPHA:900
G_8803,D_ORPHA:1933
G_3417,D_ORPHA:99646
G_5277,D_ORPHA:300496
G_22983,D_OMIM:618273
G_107,D_OMIM:610154
G_60675,D_ORPHA:432
G_4948,D_ORPHA:177904
G_8792,D_OMIM:602080
G_117581,D_OMIM:227260
G_55621,D_ORPHA:528084
G_4509,D_ORPHA:397750
G_6297,D_ORPHA:98947
G_2703,D_ORPHA:91490
G_1962,D_OMIM:615605
G_2263,D_ORPHA:168624
G_9567,D_OMIM:620888
G_282996,D_OMIM:613172
G_2801,D_OMIM:620240
G_3861,D_ORPHA:79396
G_4790,D_OMIM:616576
G_8287,D_ORPHA:1646
G_59,D_ORPHA:2573
G_5788,D_ORPHA:169157
G_7157,D_ORPHA:251576
G_720,D_ORPHA:536
G_6868,D_OMIM:621490
G_30061,D_ORPHA:648562
G_345895,D_ORPHA:244
G_6555,D_OMIM:613291
G_29925,D_OMIM:615352
G_84334,D_OMIM:619061
G_2253,D_ORPHA:280195
G_79577,D_OMIM:608266
G_7045,D_OMIM:608470
G_5191,D_OMIM:614879
G_22897,D_OMIM:614845
G_29967,D_ORPHA:98897
G_5649,D_OMIM:257320
G_659,D_ORPHA:275777
G_6635,D_OMIM:615059
G_845,D_OMIM:611938
G_5457,D_ORPHA:314647
G_5956,D_OMIM:303900
G_131377,D_ORPHA:171430
G_253017,D_ORPHA:3286
G_89,D_OMIM:617749
G_10714,D_OMIM:620869
G_2702,D_OMIM:614049
G_5422,D_OMIM:301220
G_84976,D_ORPHA:280200
G_23085,D_ORPHA:146
G_3048,D_ORPHA:707792
G_7381,D_ORPHA:1460
G_755,D_ORPHA:803
G_5660,D_ORPHA:309252
G_3074,D_ORPHA:309155
G_7140,D_ORPHA:1147
G_2263,D_OMIM:613659
G_84515,D_OMIM:612885
G_440,D_OMIM:615574
G_1412,D_OMIM:115900
G_402381,D_ORPHA:399805
G_23067,D_ORPHA:178469
G_79147,D_ORPHA:370968
G_9361,D_ORPHA:2140
G_8911,D_OMIM:620114
G_56983,D_OMIM:617232
G_1130,D_OMIM:214500
G_123041,D_OMIM:210750
G_83475,D_ORPHA:528084
G_1145,D_OMIM:616324
G_94005,D_OMIM:618143
G_23112,D_ORPHA:528084
G_85021,D_OMIM:617916
G_1376,D_OMIM:600649
G_6315,D_OMIM:168600
G_5322,D_ORPHA:363989
G_3075,D_ORPHA:93571
G_6772,D_ORPHA:319595
G_5172,D_ORPHA:705
G_4068,D_OMIM:308240
G_5631,D_OMIM:301835
G_3028,D_ORPHA:391457
G_6729,D_OMIM:618752
G_5950,D_ORPHA:352718
G_23312,D_ORPHA:1934
G_23317,D_ORPHA:411602
G_6606,D_OMIM:271150
G_93233,D_ORPHA:244
G_79784,D_ORPHA:397744
G_5358,D_ORPHA:391330
G_55209,D_OMIM:615761
G_6497,D_ORPHA:1606
G_165918,D_ORPHA:420741
G_10664,D_OMIM:615502
G_55315,D_ORPHA:168569
G_29880,D_ORPHA:730
G_4916,D_ORPHA:146
G_6305,D_ORPHA:363981
G_29980,D_OMIM:617604
G_4763,D_ORPHA:363700
G_23438,D_ORPHA:642976
G_238,D_ORPHA:364043
G_5426,D_ORPHA:85173
G_6340,D_OMIM:620126
G_79633,D_ORPHA:2136
G_2059,D_OMIM:615974
G_23093,D_ORPHA:1872
G_3417,D_ORPHA:251579
G_1789,D_OMIM:242860
G_2956,D_OMIM:608089
G_3142,D_ORPHA:527468
G_57459,D_ORPHA:363686
G_768206,D_ORPHA:791
G_54916,D_ORPHA:689822
G_127833,D_OMIM:619461
G_23162,D_ORPHA:528084
G_54840,D_OMIM:607426
G_26504,D_ORPHA:1873
G_159686,D_OMIM:619144
G_7374,D_OMIM:608106
G_6330,D_ORPHA:334
G_5345,D_ORPHA:79
G_7516,D_ORPHA:399805
G_4041,D_ORPHA:3416
G_23265,D_OMIM:619072
G_26160,D_ORPHA:110
G_3674,D_OMIM:273800
G_285282,D_OMIM:618680
G_3329,D_OMIM:605280
G_57704,D_OMIM:614409
G_1288,D_ORPHA:1018
G_4729,D_ORPHA:2609
G_3665,D_OMIM:616345
G_55193,D_OMIM:144700
G_85365,D_ORPHA:79326
G_254428,D_OMIM:619468
G_6616,D_ORPHA:98914
G_54765,D_ORPHA:250923
G_93986,D_ORPHA:209908
G_1630,D_OMIM:617542
G_30009,D_OMIM:619630
G_6514,D_OMIM:227810
G_8289,D_OMIM:614607
G_3643,D_OMIM:609968
G_54361,D_OMIM:158330
G_5027,D_ORPHA:67038
G_10804,D_ORPHA:189
G_673,D_OMIM:211980
G_56052,D_ORPHA:79327
G_3914,D_OMIM:226650
G_10483,D_ORPHA:201
G_10585,D_ORPHA:899
G_3075,D_ORPHA:329903
G_1723,D_ORPHA:246
G_56983,D_ORPHA:480682
G_92344,D_OMIM:231070
G_2322,D_ORPHA:589595
G_1009,D_ORPHA:1299
G_55651,D_ORPHA:1775
G_7846,D_ORPHA:994
G_29998,D_OMIM:619325
G_282809,D_OMIM:615973
G_6491,D_ORPHA:280195
G_2735,D_ORPHA:93335
G_351,D_ORPHA:324718
G_4507,D_OMIM:112250
G_220296,D_OMIM:613926
G_367,D_OMIM:300633
G_29925,D_ORPHA:370959
G_1280,D_OMIM:183900
G_6558,D_OMIM:619080
G_7099,D_ORPHA:117
G_4522,D_OMIM:601634
G_514,D_OMIM:614053
G_84879,D_OMIM:616486
G_7066,D_OMIM:620481
G_27316,D_OMIM:300238
G_324,D_OMIM:114550
G_9429,D_OMIM:614490
G_5515,D_OMIM:618354
G_9217,D_ORPHA:803
G_10019,D_ORPHA:3318
G_859,D_OMIM:123320
G_5307,D_ORPHA:293150
G_3000,D_ORPHA:65
G_10699,D_ORPHA:275555
G_11311,D_ORPHA:369852
G_80222,D_OMIM:615918
G_773,D_ORPHA:569
G_9361,D_ORPHA:1458
G_8021,D_ORPHA:402014
G_27235,D_OMIM:146500
G_51715,D_OMIM:201000
G_9150,D_OMIM:604168
G_2260,D_ORPHA:93924
G_8892,D_ORPHA:157719
G_4511,D_OMIM:540000
G_11200,D_ORPHA:524
G_3910,D_OMIM:615235
G_79644,D_ORPHA:324737
G_2895,D_ORPHA:363432
G_5167,D_OMIM:208000
G_51066,D_ORPHA:99789
G_1909,D_ORPHA:443995
G_7516,D_OMIM:619145
G_2628,D_OMIM:134600
G_473,D_ORPHA:1606
G_9672,D_OMIM:601665
G_27030,D_OMIM:614385
G_5621,D_OMIM:245300
G_2670,D_ORPHA:363717
G_5781,D_OMIM:156250
G_162417,D_ORPHA:927
G_1503,D_OMIM:615897
G_23483,D_OMIM:616145
G_1293,D_OMIM:620726
G_1353,D_OMIM:620275
G_121391,D_ORPHA:170
G_22858,D_ORPHA:199332
G_123263,D_ORPHA:319524
G_567,D_ORPHA:314652
G_10526,D_OMIM:619472
G_7291,D_OMIM:617746
G_80207,D_OMIM:258501
G_2296,D_OMIM:602482
G_55870,D_ORPHA:178469
G_4261,D_OMIM:180300
G_3769,D_ORPHA:65
G_6477,D_OMIM:619314
G_60,D_ORPHA:79107
G_5015,D_OMIM:610125
G_392255,D_OMIM:613094
G_119559,D_ORPHA:391348
G_3273,D_ORPHA:217467
G_64207,D_ORPHA:597623
G_857,D_OMIM:606721
G_10491,D_ORPHA:216804
G_2068,D_ORPHA:33364
G_90121,D_ORPHA:124
G_55072,D_ORPHA:329173
G_1080,D_OMIM:211400
G_9211,D_ORPHA:101046
G_7043,D_OMIM:107970
G_4000,D_OMIM:605588
G_2065,D_OMIM:243180
G_3708,D_OMIM:606658
G_6334,D_ORPHA:178469
G_81031,D_ORPHA:3342
G_63908,D_OMIM:620033
G_5339,D_ORPHA:158684
G_4151,D_OMIM:620286
G_79147,D_OMIM:607155
G_114034,D_OMIM:614969
G_10878,D_OMIM:603075
G_8456,D_ORPHA:169095
G_84790,D_OMIM:621232
G_7415,D_OMIM:616687
G_3500,D_ORPHA:536
G_2530,D_OMIM:618005
G_5800,D_OMIM:614196
G_1959,D_OMIM:607678
G_9361,D_ORPHA:79243
G_1356,D_OMIM:604290
G_7098,D_ORPHA:1930
G_55901,D_OMIM:620244
G_1499,D_ORPHA:91414
G_25942,D_ORPHA:94065
G_4688,D_ORPHA:379
G_54209,D_ORPHA:275864
G_26827,D_OMIM:621561
G_7306,D_OMIM:203290
G_2263,D_ORPHA:596008
G_8200,D_OMIM:615072
G_2200,D_OMIM:154700
G_9319,D_OMIM:617598
G_3690,D_OMIM:621264
G_8928,D_ORPHA:280195
G_336,D_OMIM:143890
G_55505,D_OMIM:620425
G_613,D_OMIM:613065
G_3760,D_ORPHA:334
G_7292,D_ORPHA:536
G_1181,D_ORPHA:404
G_144245,D_OMIM:613688
G_3717,D_ORPHA:3318
G_5078,D_ORPHA:552
G_340419,D_OMIM:618022
G_6934,D_ORPHA:528084
G_28514,D_ORPHA:93926
G_7040,D_ORPHA:1328
G_9948,D_ORPHA:652522
G_406987,D_OMIM:616722
G_5071,D_ORPHA:2828
G_843,D_OMIM:605027
G_3852,D_ORPHA:79145
G_3845,D_ORPHA:1340
G_26040,D_ORPHA:798
G_23765,D_OMIM:613953
G_3815,D_ORPHA:98834
G_23418,D_ORPHA:35612
G_91801,D_ORPHA:88616
G_5255,D_ORPHA:715
G_10522,D_ORPHA:714385
G_2706,D_OMIM:148210
G_7399,D_ORPHA:791
G_254065,D_OMIM:300659
G_79867,D_ORPHA:564
G_10978,D_OMIM:615803
G_7156,D_OMIM:618097
G_81624,D_ORPHA:90635
G_340061,D_OMIM:615934
G_6323,D_ORPHA:1942
G_56160,D_OMIM:617241
G_80208,D_ORPHA:2822
G_4284,D_OMIM:615274
G_57003,D_OMIM:618268
G_5830,D_ORPHA:44
G_554,D_OMIM:304800
G_2904,D_OMIM:616139
G_1293,D_ORPHA:610
G_7157,D_ORPHA:251579
G_5076,D_OMIM:120330
G_26012,D_ORPHA:432
G_11281,D_ORPHA:654
G_5538,D_ORPHA:699745
G_84667,D_ORPHA:2311
G_1406,D_ORPHA:65
G_60676,D_OMIM:619489
G_91647,D_OMIM:604273
G_6391,D_ORPHA:139411
G_7517,D_OMIM:613972
G_3098,D_ORPHA:99953
G_54,D_ORPHA:1855
G_1499,D_ORPHA:404473
G_389827,D_OMIM:254940
G_9657,D_ORPHA:65
G_84984,D_ORPHA:110
G_7273,D_OMIM:613765
G_9950,D_ORPHA:146
G_4210,D_OMIM:249100
G_1193,D_OMIM:300815
G_27089,D_ORPHA:1460
G_444,D_OMIM:601552
G_84100,D_OMIM:600151
G_11055,D_ORPHA:171709
G_8456,D_OMIM:618806
G_10352,D_ORPHA:572798
G_55210,D_ORPHA:656279
G_56915,D_ORPHA:641361
G_146754,D_OMIM:619094
G_283310,D_ORPHA:90636
G_9131,D_ORPHA:101078
G_977,D_ORPHA:300333
G_27086,D_ORPHA:52417
G_1415,D_ORPHA:98989
G_255101,D_ORPHA:276234
G_3054,D_ORPHA:369962
G_400916,D_OMIM:615911
G_5346,D_OMIM:613877
G_3043,D_ORPHA:715125
G_23347,D_OMIM:603457
G_9453,D_ORPHA:642945
G_9197,D_OMIM:614482
G_95,D_OMIM:609924
G_27034,D_OMIM:611283
G_23261,D_ORPHA:314647
G_1462,D_ORPHA:898
G_51750,D_OMIM:615190
G_65062,D_ORPHA:475
G_579,D_OMIM:613330
G_23558,D_ORPHA:90636
G_2737,D_ORPHA:93334
G_1292,D_OMIM:620725
G_54829,D_OMIM:607850
G_80207,D_ORPHA:67047
G_6718,D_ORPHA:79303
G_5080,D_ORPHA:893
G_79709,D_OMIM:618360
G_491,D_ORPHA:90636
G_57697,D_OMIM:618096
G_8831,D_OMIM:612621
G_56649,D_ORPHA:363969
G_324,D_ORPHA:261584
G_7275,D_OMIM:616188
G_54768,D_ORPHA:244
G_6576,D_OMIM:618197
G_3767,D_OMIM:616329
G_65260,D_OMIM:618387
G_22926,D_ORPHA:49382
G_140801,D_ORPHA:399805
G_64327,D_OMIM:186200
G_60506,D_OMIM:310500
G_6872,D_ORPHA:480907
G_345895,D_OMIM:612649
G_92609,D_ORPHA:505216
G_4627,D_OMIM:155100
G_1181,D_OMIM:605635
G_6786,D_ORPHA:2593
G_1305,D_ORPHA:98913
G_84197,D_OMIM:615249
G_6010,D_OMIM:136880
G_93166,D_OMIM:617039
G_5130,D_OMIM:620680
G_3908,D_ORPHA:565837
G_79955,D_OMIM:618003
G_154313,D_OMIM:621387
G_343035,D_ORPHA:65
G_89891,D_ORPHA:474
G_80067,D_OMIM:241080
G_83552,D_ORPHA:35612
G_8892,D_ORPHA:157716
G_6654,D_OMIM:135300
G_200403,D_OMIM:616948
G_81603,D_OMIM:619428
G_6867,D_ORPHA:251576
G_113189,D_OMIM:601776
G_265,D_ORPHA:100033
G_79955,D_OMIM:276901
G_26154,D_ORPHA:79394
G_78987,D_ORPHA:576235
G_2615,D_OMIM:619074
G_716,D_ORPHA:169147
G_5566,D_ORPHA:401920
G_22999,D_ORPHA:1872
G_1280,D_OMIM:156550
G_84231,D_ORPHA:2495
G_4001,D_ORPHA:2514
G_10382,D_ORPHA:98805
G_9213,D_OMIM:616413
G_4054,D_OMIM:601216
G_79751,D_OMIM:609304
G_6720,D_OMIM:158310
G_6712,D_ORPHA:352403
G_731,D_ORPHA:169150
G_2289,D_OMIM:608516
G_8243,D_OMIM:301044
G_201294,D_OMIM:608898
G_825,D_ORPHA:267
G_5457,D_OMIM:619352
G_11193,D_OMIM:620852
G_126792,D_ORPHA:536467
G_78987,D_ORPHA:99068
G_6125,D_ORPHA:124
G_54808,D_ORPHA:239
G_10845,D_OMIM:618015
G_6530,D_OMIM:604715
G_4222,D_ORPHA:2345
G_2895,D_OMIM:616204
G_26128,D_OMIM:609460
G_80816,D_ORPHA:352577
G_9871,D_OMIM:616294
G_10345,D_OMIM:615441
G_1834,D_OMIM:605594
G_3717,D_OMIM:254450
G_4059,D_OMIM:111200
G_128869,D_OMIM:618590
G_9197,D_OMIM:612539
G_4171,D_OMIM:616968
G_5428,D_ORPHA:254886
G_56652,D_ORPHA:363534
G_54538,D_ORPHA:402075
G_164045,D_OMIM:615724
G_4976,D_OMIM:125250
G_51684,D_ORPHA:280200
G_219844,D_OMIM:236680
G_4359,D_ORPHA:538574
G_1749,D_ORPHA:71271
G_8706,D_OMIM:111400
G_79731,D_ORPHA:444458
G_55130,D_OMIM:615451
