node1,node2
G_84925,D_OMIM:612292
G_816,D_OMIM:611762
G_51294,D_ORPHA:652487
G_10225,D_ORPHA:79322
G_265,D_ORPHA:210110
G_55297,D_OMIM:266920
G_30011,D_OMIM:604715
G_3454,D_ORPHA:1587
G_23742,D_ORPHA:401835
G_60509,D_OMIM:615911
G_55325,D_OMIM:610474
G_5459,D_OMIM:618643
G_9652,D_ORPHA:75376
G_57647,D_OMIM:610965
G_65250,D_ORPHA:498359
G_28,D_OMIM:621049
G_57057,D_OMIM:620576
G_2898,D_OMIM:607078
G_54808,D_OMIM:615749
G_387119,D_ORPHA:101023
G_375,D_OMIM:308230
G_2036,D_OMIM:260500
G_7942,D_OMIM:620333
G_167691,D_OMIM:616231
G_55209,D_OMIM:618264
G_9370,D_OMIM:619221
G_2554,D_ORPHA:313772
G_2978,D_ORPHA:699850
G_79853,D_OMIM:151600
G_84660,D_OMIM:616730
G_2645,D_OMIM:614391
G_23092,D_ORPHA:280270
G_57502,D_OMIM:273395
G_735,D_ORPHA:39041
G_2625,D_ORPHA:99967
G_284184,D_OMIM:237450
G_1594,D_OMIM:175050
G_3972,D_ORPHA:46059
G_1339,D_OMIM:309610
G_79709,D_OMIM:614833
G_26119,D_OMIM:614180
G_399,D_OMIM:621196
G_317761,D_OMIM:311360
G_6718,D_OMIM:611788
G_10743,D_OMIM:613950
G_4720,D_ORPHA:166119
G_1278,D_OMIM:300495
G_338657,D_OMIM:617402
G_23483,D_ORPHA:3377
G_116519,D_OMIM:300661
G_1503,D_OMIM:617284
G_3782,D_OMIM:607523
G_6096,D_OMIM:618939
G_54806,D_ORPHA:506353
G_6330,D_ORPHA:699751
G_81788,D_OMIM:228980
G_79971,D_ORPHA:505248
G_8443,D_ORPHA:618
G_3949,D_ORPHA:700467
G_1109,D_ORPHA:93299
G_7253,D_OMIM:617304
G_1071,D_OMIM:618201
G_1644,D_OMIM:301220
G_27089,D_ORPHA:51608
G_22871,D_ORPHA:48431
G_25914,D_OMIM:619697
G_54977,D_ORPHA:699807
G_29128,D_OMIM:620009
G_8546,D_ORPHA:276432
G_91574,D_ORPHA:99946
G_54413,D_OMIM:617350
G_1294,D_ORPHA:1552
G_159686,D_ORPHA:404437
G_139886,D_ORPHA:98795
G_226,D_OMIM:613463
G_80185,D_ORPHA:85295
G_28981,D_OMIM:192605
G_3689,D_OMIM:617898
G_9464,D_OMIM:617041
G_24,D_OMIM:620085
G_372,D_OMIM:618810
G_64135,D_OMIM:610460
G_3045,D_OMIM:607432
G_51371,D_OMIM:610549
G_84172,D_OMIM:617234
G_9739,D_OMIM:613925
G_3909,D_OMIM:608115
G_83879,D_OMIM:619935
G_2244,D_ORPHA:93321
G_6714,D_OMIM:223800
G_587,D_OMIM:600794
G_10216,D_OMIM:607677
G_1583,D_OMIM:608194
G_7534,D_OMIM:619521
G_10736,D_OMIM:311200
G_84899,D_ORPHA:493342
G_4141,D_OMIM:616682
G_6231,D_OMIM:621304
G_5274,D_OMIM:159900
G_2048,D_OMIM:614851
G_54936,D_ORPHA:94063
G_652991,D_ORPHA:99880
G_4487,D_OMIM:601559
G_55690,D_OMIM:617140
G_415,D_OMIM:610293
G_145624,D_OMIM:620070
G_3654,D_OMIM:619173
G_93183,D_OMIM:620193
G_10320,D_ORPHA:363396
G_4645,D_OMIM:612953
G_1357,D_OMIM:616828
G_9024,D_ORPHA:911
G_30011,D_OMIM:620066
G_28395,D_OMIM:604804
G_5105,D_OMIM:621220
G_4141,D_OMIM:604805
G_57061,D_OMIM:619311
G_10075,D_OMIM:124500
G_4683,D_OMIM:618317
G_613,D_OMIM:609286
G_7167,D_OMIM:607015
G_773,D_OMIM:617425
G_3178,D_OMIM:615073
G_1349,D_OMIM:618482
G_79581,D_ORPHA:589522
G_92154,D_ORPHA:169142
G_5378,D_OMIM:618223
G_2524,D_OMIM:136880
G_1028,D_OMIM:617752
G_4668,D_OMIM:618177
G_27184,D_ORPHA:425120
G_4773,D_ORPHA:402023
G_200403,D_OMIM:609283
G_6657,D_OMIM:620651
G_6103,D_OMIM:308050
G_9382,D_OMIM:216100
G_2035,D_ORPHA:64
G_11152,D_OMIM:621093
G_762,D_OMIM:120435
G_4157,D_OMIM:617915
G_678,D_OMIM:617719
G_11253,D_ORPHA:3005
G_51111,D_OMIM:617169
G_5940,D_OMIM:619653
G_54440,D_OMIM:614857
G_9211,D_OMIM:617205
G_6935,D_OMIM:601859
G_473,D_OMIM:300323
G_51434,D_OMIM:618501
G_57522,D_OMIM:614881
G_10715,D_OMIM:143860
G_5310,D_OMIM:618389
G_5696,D_ORPHA:226
G_3198,D_ORPHA:700107
G_23236,D_ORPHA:614
G_2556,D_OMIM:608898
G_54148,D_OMIM:619658
G_330,D_OMIM:615919
G_10463,D_ORPHA:3322
G_93589,D_OMIM:612797
G_11322,D_OMIM:620174
G_128637,D_OMIM:130720
G_2250,D_OMIM:138800
G_9037,D_OMIM:620422
G_1326,D_OMIM:614466
G_5081,D_OMIM:615878
G_3891,D_ORPHA:653722
G_23209,D_ORPHA:2897
G_9922,D_ORPHA:714410
G_113235,D_ORPHA:93930
G_10908,D_OMIM:616924
G_3178,D_ORPHA:480556
G_1411,D_ORPHA:637
G_1639,D_OMIM:107250
G_30813,D_OMIM:619783
G_3594,D_ORPHA:101068
G_1719,D_OMIM:269840
G_5318,D_OMIM:615553
G_3299,D_ORPHA:96334
G_9445,D_OMIM:300055
G_1071,D_OMIM:145350
G_9247,D_ORPHA:1422
G_54617,D_OMIM:180105
G_57697,D_OMIM:619562
G_1298,D_OMIM:614665
G_1806,D_OMIM:620779
G_10134,D_ORPHA:3157
G_55823,D_ORPHA:98850
G_57120,D_ORPHA:686495
G_5345,D_OMIM:116920
G_3981,D_ORPHA:1507
G_9518,D_OMIM:614173
G_3815,D_OMIM:232800
G_9969,D_ORPHA:99798
G_10309,D_OMIM:607482
G_2742,D_OMIM:278250
G_6204,D_OMIM:601001
G_3159,D_ORPHA:231140
G_3832,D_OMIM:602271
G_64787,D_OMIM:612269
G_2531,D_OMIM:614299
G_1908,D_OMIM:615398
G_221692,D_OMIM:607271
G_80144,D_OMIM:300604
G_1131,D_ORPHA:251899
G_112,D_ORPHA:2388
G_1501,D_ORPHA:1454
G_29126,D_OMIM:618481
G_4308,D_OMIM:614782
G_389207,D_ORPHA:445018
G_7703,D_ORPHA:697403
G_91662,D_OMIM:301132
G_653509,D_ORPHA:184
G_89,D_OMIM:615373
G_712,D_ORPHA:411712
G_10464,D_ORPHA:321
G_2266,D_ORPHA:397946
G_3418,D_OMIM:614500
G_3480,D_OMIM:212500
G_1738,D_OMIM:619423
G_471,D_OMIM:614508
G_8787,D_ORPHA:3047
G_23022,D_ORPHA:280586
G_6583,D_ORPHA:692790
G_6611,D_ORPHA:97362
G_727857,D_OMIM:270700
G_2891,D_ORPHA:631248
G_659,D_OMIM:276820
G_6597,D_ORPHA:98849
G_57338,D_OMIM:300854
G_7290,D_OMIM:616188
G_9241,D_ORPHA:572550
G_116150,D_OMIM:613668
G_114971,D_OMIM:260370
G_389207,D_OMIM:617360
G_64398,D_ORPHA:178469
G_2649,D_ORPHA:353
G_10000,D_OMIM:614565
G_581,D_OMIM:608649
G_89780,D_ORPHA:100044
G_5593,D_OMIM:263300
G_9939,D_OMIM:605258
G_8653,D_ORPHA:248111
G_2300,D_OMIM:616534
G_27102,D_ORPHA:689234
G_4059,D_OMIM:251280
G_200734,D_OMIM:616461
G_81608,D_OMIM:607277
G_5108,D_OMIM:266265
G_56098,D_ORPHA:3463
G_57055,D_ORPHA:101010
G_80267,D_ORPHA:171871
G_10309,D_OMIM:616801
G_7552,D_ORPHA:440402
G_9927,D_OMIM:608902
G_6095,D_OMIM:128200
G_10082,D_OMIM:617638
G_5828,D_OMIM:312920
G_2741,D_OMIM:609439
G_3208,D_ORPHA:2248
G_11011,D_ORPHA:33110
G_1584,D_ORPHA:101075
G_100422910,D_OMIM:601316
G_826,D_ORPHA:363722
G_4842,D_ORPHA:65287
G_5830,D_OMIM:607855
G_477,D_OMIM:617800
G_286410,D_ORPHA:77292
G_701,D_ORPHA:93314
G_3953,D_ORPHA:79311
G_3758,D_ORPHA:168577
G_9150,D_OMIM:614816
G_51569,D_OMIM:608099
G_55215,D_OMIM:620177
G_6487,D_ORPHA:88639
G_6445,D_ORPHA:42
G_1120,D_OMIM:612522
G_1795,D_OMIM:620983
G_387700,D_ORPHA:93110
G_2353,D_OMIM:620814
G_7476,D_OMIM:617925
G_7157,D_ORPHA:329967
G_374462,D_ORPHA:289863
G_35,D_ORPHA:79499
G_9256,D_OMIM:619386
G_11222,D_OMIM:600001
G_2554,D_ORPHA:178464
G_8364,D_OMIM:614298
G_629,D_OMIM:608389
G_116461,D_OMIM:216550
G_6352,D_ORPHA:295239
G_27152,D_ORPHA:98754
G_29929,D_OMIM:619527
G_3209,D_OMIM:187900
G_4519,D_ORPHA:363523
G_3624,D_OMIM:607143
G_51111,D_ORPHA:79318
G_84930,D_OMIM:619255
G_30012,D_ORPHA:3095
G_8763,D_OMIM:614037
G_256764,D_OMIM:617995
G_55823,D_OMIM:619110
G_7156,D_ORPHA:697356
G_3110,D_ORPHA:75858
G_1417,D_ORPHA:247511
G_3107,D_ORPHA:444048
G_7128,D_OMIM:615107
G_5336,D_OMIM:618850
G_85459,D_OMIM:611615
G_7424,D_OMIM:616345
G_9098,D_OMIM:607200
G_55182,D_ORPHA:216804
G_6442,D_OMIM:613517
G_1938,D_OMIM:164310
G_990,D_OMIM:608768
G_3735,D_OMIM:616835
G_8200,D_ORPHA:412206
G_1337,D_OMIM:234580
G_5146,D_ORPHA:314689
G_64856,D_ORPHA:268261
G_4214,D_OMIM:608404
G_1889,D_OMIM:618969
G_5290,D_OMIM:616890
G_124093,D_OMIM:164230
G_3784,D_OMIM:609311
G_23557,D_OMIM:601942
G_6821,D_OMIM:605462
G_8710,D_OMIM:615156
G_6224,D_OMIM:187300
G_1316,D_OMIM:617604
G_10621,D_OMIM:163200
G_166336,D_ORPHA:3301
G_54675,D_OMIM:615983
G_859,D_OMIM:607485
G_146845,D_OMIM:616890
G_4536,D_ORPHA:157798
G_3897,D_OMIM:616351
G_825,D_OMIM:617821
G_388552,D_OMIM:618766
G_6760,D_OMIM:621466
G_673,D_ORPHA:2971
G_5699,D_ORPHA:269001
G_6659,D_OMIM:268130
G_26873,D_OMIM:614723
G_8294,D_ORPHA:565612
G_57647,D_OMIM:613554
G_5357,D_ORPHA:436242
G_10472,D_ORPHA:79431
G_153241,D_OMIM:218040
G_30000,D_OMIM:617062
G_1730,D_ORPHA:95433
G_83871,D_OMIM:614429
G_57338,D_OMIM:618120
G_64682,D_ORPHA:168940
G_147007,D_ORPHA:438216
G_11160,D_ORPHA:231040
G_402569,D_OMIM:618325
G_4513,D_OMIM:603358
G_92609,D_ORPHA:443950
G_1312,D_OMIM:123790
G_10225,D_OMIM:615515
G_9181,D_OMIM:225410
G_4665,D_OMIM:608930
G_1013,D_OMIM:260400
G_267,D_OMIM:301148
G_84842,D_ORPHA:66634
G_7422,D_OMIM:617767
G_51778,D_ORPHA:2050
G_8575,D_OMIM:217300
G_283989,D_ORPHA:264675
G_389856,D_OMIM:617296
G_3952,D_OMIM:606812
G_84126,D_OMIM:614815
G_8323,D_OMIM:613912
G_724066,D_OMIM:617481
G_4621,D_OMIM:618435
G_2561,D_OMIM:300953
G_5921,D_OMIM:618667
G_285590,D_OMIM:614614
G_22999,D_OMIM:614915
G_5479,D_OMIM:615083
G_100147744,D_OMIM:612989
G_4191,D_OMIM:613229
G_7484,D_ORPHA:35078
G_6154,D_ORPHA:319651
G_3690,D_ORPHA:2886
G_8942,D_OMIM:613573
G_84665,D_ORPHA:631248
G_3908,D_ORPHA:44
G_23746,D_OMIM:304150
G_153642,D_ORPHA:252202
G_383,D_ORPHA:401810
G_7291,D_ORPHA:599373
G_51608,D_OMIM:111400
G_4009,D_OMIM:188570
G_51103,D_OMIM:617982
G_23676,D_OMIM:101900
G_51633,D_ORPHA:1856
G_11193,D_ORPHA:139474
G_5726,D_ORPHA:363981
G_10526,D_ORPHA:162
G_6299,D_ORPHA:3166
G_25788,D_ORPHA:309155
G_157680,D_OMIM:613506
G_2249,D_OMIM:274600
G_4654,D_ORPHA:1587
G_9569,D_OMIM:617769
G_116461,D_OMIM:617105
G_347734,D_OMIM:116860
G_80705,D_ORPHA:281127
G_55640,D_OMIM:610978
G_5119,D_OMIM:621184
G_9333,D_ORPHA:98911
G_26058,D_OMIM:618476
G_3667,D_ORPHA:238569
G_9509,D_OMIM:620869
G_135656,D_ORPHA:93296
G_84679,D_OMIM:160150
G_10210,D_ORPHA:363400
G_8148,D_ORPHA:255138
G_2893,D_OMIM:615829
G_494551,D_OMIM:619042
G_9569,D_OMIM:613652
G_9147,D_OMIM:618012
G_51079,D_ORPHA:459056
G_3703,D_ORPHA:85198
G_347344,D_ORPHA:351
G_4567,D_OMIM:138800
G_79736,D_OMIM:211380
G_7372,D_OMIM:203200
G_221927,D_ORPHA:317428
G_5921,D_OMIM:616814
G_26173,D_OMIM:263210
G_6533,D_ORPHA:99947
G_51008,D_ORPHA:101068
G_51256,D_OMIM:617602
G_55704,D_ORPHA:125
G_79645,D_ORPHA:93589
G_79443,D_ORPHA:75497
G_1105,D_OMIM:620727
G_88,D_ORPHA:501
G_3654,D_OMIM:620515
G_1339,D_ORPHA:642099
G_6915,D_OMIM:300455
G_53335,D_ORPHA:99141
G_3859,D_OMIM:620703
G_27185,D_OMIM:601410
G_7367,D_ORPHA:88950
G_7507,D_ORPHA:163966
G_22871,D_OMIM:619817
G_4137,D_ORPHA:69739
G_10568,D_ORPHA:438075
G_3875,D_ORPHA:464282
G_7355,D_ORPHA:565788
G_83478,D_OMIM:186500
G_9786,D_OMIM:607278
G_10973,D_ORPHA:570422
G_6768,D_OMIM:115700
G_79693,D_ORPHA:216804
G_60529,D_OMIM:618470
G_28952,D_ORPHA:488635
G_84833,D_OMIM:619103
G_100134444,D_OMIM:618144
G_64802,D_OMIM:620186
G_4173,D_ORPHA:570422
G_25782,D_OMIM:618398
G_4893,D_OMIM:615412
G_51778,D_OMIM:614727
G_8029,D_OMIM:613089
G_11149,D_OMIM:617153
G_56729,D_OMIM:604841
G_5378,D_ORPHA:83472
G_3849,D_OMIM:613177
G_109,D_OMIM:615264
G_3604,D_OMIM:613307
G_389692,D_ORPHA:447896
G_4547,D_OMIM:233420
G_6773,D_OMIM:167400
G_2115,D_OMIM:615264
G_1482,D_OMIM:151800
G_5624,D_OMIM:615108
G_91057,D_OMIM:620715
G_8792,D_ORPHA:93571
G_9499,D_ORPHA:247790
G_79759,D_OMIM:604129
G_196527,D_OMIM:204690
G_57152,D_OMIM:611755
G_51151,D_OMIM:614035
G_8823,D_OMIM:101000
G_3975,D_OMIM:619847
G_23554,D_ORPHA:163696
G_26090,D_OMIM:314250
G_64132,D_OMIM:212065
G_10973,D_OMIM:614418
G_4534,D_ORPHA:300179
G_1588,D_ORPHA:495875
G_1135,D_ORPHA:1899
G_55737,D_ORPHA:168593
G_5917,D_OMIM:615528
G_64432,D_OMIM:618826
G_8675,D_OMIM:212500
G_139411,D_OMIM:614431
G_10617,D_ORPHA:1401
G_57545,D_OMIM:613720
G_5591,D_ORPHA:412069
G_112,D_ORPHA:700492
G_6603,D_ORPHA:697067
G_4773,D_OMIM:618402
G_4601,D_OMIM:614320
G_7862,D_OMIM:251850
G_3480,D_ORPHA:168796
G_284439,D_ORPHA:247815
G_5238,D_OMIM:618454
G_55814,D_ORPHA:93926
G_5295,D_OMIM:612244
G_1917,D_ORPHA:363432
G_11141,D_ORPHA:699745
G_11133,D_ORPHA:247198
G_7018,D_ORPHA:899
G_23019,D_OMIM:619102
G_9343,D_ORPHA:276244
G_4595,D_ORPHA:497757
G_1180,D_ORPHA:425
G_1351,D_OMIM:620238
G_2332,D_ORPHA:140922
G_57215,D_OMIM:614499
G_79947,D_ORPHA:79091
G_26258,D_ORPHA:85329
G_7169,D_OMIM:301044
G_9681,D_OMIM:619795
G_317719,D_OMIM:148370
G_10178,D_OMIM:618648
G_337867,D_OMIM:612847
G_9487,D_ORPHA:228366
G_26130,D_OMIM:614209
G_1909,D_ORPHA:437552
G_80199,D_ORPHA:93260
G_3981,D_OMIM:617091
G_64581,D_OMIM:261600
G_6337,D_ORPHA:86309
G_7112,D_ORPHA:29073
G_7477,D_OMIM:618635
G_115908,D_ORPHA:820
G_466,D_OMIM:275100
G_10524,D_ORPHA:99749
G_100303755,D_OMIM:619016
G_5625,D_ORPHA:44
G_1729,D_ORPHA:208447
G_91,D_OMIM:619398
G_1453,D_ORPHA:2508
G_55297,D_ORPHA:528084
G_55329,D_ORPHA:212
G_84971,D_OMIM:619286
G_283310,D_ORPHA:696942
G_7431,D_OMIM:314250
G_3199,D_ORPHA:79257
G_116228,D_OMIM:617836
G_10233,D_OMIM:615122
G_5687,D_ORPHA:314022
G_6928,D_OMIM:608569
G_4693,D_OMIM:617772
G_3596,D_OMIM:185020
G_84833,D_ORPHA:1146
G_4486,D_ORPHA:247820
G_1327,D_ORPHA:216866
G_6559,D_OMIM:602111
G_1577,D_ORPHA:199296
G_11222,D_ORPHA:280553
G_102,D_OMIM:617408
G_7234,D_OMIM:184253
G_9051,D_ORPHA:99879
G_2053,D_OMIM:604129
G_4208,D_OMIM:603285
G_871,D_ORPHA:79094
G_54704,D_OMIM:183090
G_55636,D_OMIM:616098
G_10943,D_ORPHA:93476
G_1585,D_OMIM:610938
G_57169,D_OMIM:615982
G_57592,D_ORPHA:93600
G_51151,D_OMIM:619762
G_6866,D_OMIM:620370
G_3921,D_OMIM:618873
G_65109,D_ORPHA:675216
G_4597,D_OMIM:301115
G_51651,D_OMIM:604271
G_2188,D_ORPHA:681
G_3371,D_OMIM:620270
G_2067,D_ORPHA:442835
G_1293,D_ORPHA:363396
G_5649,D_ORPHA:465508
G_790955,D_ORPHA:370997
G_7161,D_OMIM:616286
G_1911,D_ORPHA:280
G_26012,D_OMIM:123790
G_7138,D_OMIM:613376
G_5257,D_OMIM:254800
G_27040,D_OMIM:304700
G_3035,D_ORPHA:280615
G_3188,D_OMIM:216900
G_65250,D_ORPHA:527497
G_7547,D_ORPHA:171709
G_55612,D_OMIM:619094
G_28956,D_OMIM:620319
G_84065,D_OMIM:219000
G_1021,D_OMIM:616152
G_84529,D_OMIM:243060
G_1719,D_OMIM:620320
G_10102,D_OMIM:259450
G_80704,D_OMIM:615476
G_219736,D_OMIM:272120
G_1317,D_OMIM:617788
G_8651,D_OMIM:617854
G_105259599,D_OMIM:618183
G_11136,D_ORPHA:77295
G_2131,D_OMIM:619805
G_6557,D_OMIM:618065
G_7461,D_OMIM:300912
G_57863,D_OMIM:618501
G_2719,D_OMIM:621533
G_80311,D_ORPHA:49382
G_57167,D_OMIM:300717
G_23204,D_ORPHA:261584
G_863,D_OMIM:618920
G_7871,D_OMIM:611560
G_10068,D_OMIM:618353
G_1352,D_ORPHA:137783
G_5824,D_OMIM:115197
G_6229,D_OMIM:300758
G_50,D_OMIM:601885
G_104,D_ORPHA:139485
G_6444,D_OMIM:608104
G_8443,D_OMIM:617050
G_154197,D_ORPHA:3156
G_10765,D_OMIM:617480
G_84231,D_ORPHA:391392
G_1739,D_OMIM:618250
G_64783,D_ORPHA:2394
G_57572,D_ORPHA:363981
G_7289,D_OMIM:620444
G_950,D_OMIM:271400
G_27161,D_ORPHA:1885
G_4638,D_OMIM:611383
G_10559,D_OMIM:614025
G_3514,D_OMIM:162350
G_2896,D_ORPHA:251347
G_1468,D_ORPHA:98868
G_5551,D_OMIM:255110
G_84986,D_ORPHA:466703
G_81555,D_ORPHA:35612
G_116228,D_OMIM:614931
G_2673,D_OMIM:613779
G_406932,D_ORPHA:369837
G_9927,D_OMIM:176000
G_1585,D_OMIM:601552
G_5832,D_OMIM:615221
G_54414,D_ORPHA:496641
G_9851,D_ORPHA:477787
G_22856,D_OMIM:250410
G_3796,D_OMIM:608470
G_9254,D_ORPHA:656135
G_83932,D_ORPHA:708129
G_8802,D_OMIM:608099
G_85021,D_ORPHA:139583
G_8192,D_OMIM:614900
G_80736,D_ORPHA:90026
G_163183,D_OMIM:613382
G_2488,D_OMIM:301900
G_8328,D_OMIM:162300
G_26275,D_OMIM:613982
G_287,D_OMIM:143500
G_65975,D_OMIM:617526
G_201625,D_ORPHA:95706
G_5335,D_OMIM:164400
G_4208,D_ORPHA:538958
G_55835,D_OMIM:111150
G_411,D_OMIM:118220
G_9249,D_OMIM:174700
G_9853,D_ORPHA:521438
G_6578,D_ORPHA:391343
G_115650,D_OMIM:601680
G_3796,D_OMIM:613887
G_10518,D_OMIM:608340
G_1436,D_OMIM:613287
G_56649,D_ORPHA:210115
G_124404,D_OMIM:613988
G_55764,D_OMIM:257400
G_6154,D_OMIM:619483
G_7289,D_OMIM:617914
G_144811,D_ORPHA:466926
G_160418,D_ORPHA:70472
G_64145,D_OMIM:300863
G_6945,D_OMIM:609153
G_1041,D_OMIM:615750
G_443,D_ORPHA:562528
G_364,D_OMIM:619065
G_6578,D_OMIM:605814
G_2531,D_ORPHA:206549
G_204,D_OMIM:610968
G_50801,D_OMIM:617180
G_9742,D_OMIM:619446
G_713,D_OMIM:611022
G_60506,D_ORPHA:101089
G_83479,D_OMIM:612126
G_3796,D_OMIM:608091
G_79770,D_OMIM:251230
G_2224,D_OMIM:617027
G_8106,D_OMIM:112310
G_347734,D_OMIM:615381
G_8462,D_OMIM:614934
G_11023,D_ORPHA:357064
G_28755,D_OMIM:300419
G_2250,D_ORPHA:60
G_200403,D_ORPHA:2116
G_4509,D_OMIM:620686
G_144811,D_OMIM:617323
G_1230,D_OMIM:274000
G_51098,D_OMIM:617026
G_5921,D_OMIM:618123
G_11011,D_OMIM:166760
G_6444,D_ORPHA:535458
G_118924,D_OMIM:621562
G_51548,D_ORPHA:1775
G_25,D_ORPHA:3273
G_1908,D_OMIM:617731
G_3569,D_OMIM:245340
G_284058,D_OMIM:615399
G_10786,D_OMIM:608022
G_1277,D_OMIM:619692
G_729262,D_OMIM:618845
G_3572,D_OMIM:616685
G_64324,D_ORPHA:419
G_10935,D_ORPHA:71526
G_132001,D_OMIM:137750
G_7080,D_OMIM:615107
G_1066,D_ORPHA:2745
G_60684,D_OMIM:616331
G_132158,D_ORPHA:1782
G_348938,D_ORPHA:90797
G_10606,D_ORPHA:494444
G_5792,D_ORPHA:69087
G_11322,D_OMIM:617276
G_1785,D_ORPHA:480880
G_55250,D_OMIM:611064
G_1260,D_OMIM:615010
G_54476,D_OMIM:612018
G_440138,D_OMIM:620224
G_7046,D_OMIM:155500
G_58528,D_OMIM:620071
G_7292,D_OMIM:269400
G_83548,D_OMIM:125850
G_50485,D_OMIM:620550
G_4613,D_ORPHA:506358
G_208,D_OMIM:618883
G_673,D_OMIM:176807
G_6795,D_OMIM:613122
G_54974,D_ORPHA:98946
G_63899,D_OMIM:608030
G_57010,D_OMIM:619774
G_83872,D_OMIM:124900
G_4700,D_ORPHA:263553
G_1291,D_ORPHA:2056
G_3921,D_OMIM:615994
G_2892,D_OMIM:250460
G_4671,D_ORPHA:98976
G_10087,D_OMIM:612336
G_51474,D_OMIM:212070
G_2177,D_OMIM:619463
G_22917,D_OMIM:617132
G_60506,D_ORPHA:496790
G_6689,D_OMIM:179800
G_5873,D_OMIM:619774
G_8450,D_OMIM:618357
G_27034,D_OMIM:251300
G_91949,D_OMIM:300400
G_974,D_OMIM:314400
G_4723,D_ORPHA:352530
G_2558,D_OMIM:618882
G_389856,D_OMIM:603552
G_4909,D_OMIM:600955
G_10916,D_OMIM:617100
G_9130,D_OMIM:613793
G_56916,D_OMIM:611788
G_1789,D_ORPHA:457265
G_10492,D_ORPHA:2237
G_6487,D_OMIM:618113
G_2192,D_ORPHA:230857
G_2542,D_OMIM:605253
G_7784,D_ORPHA:397606
G_201595,D_OMIM:608984
G_83861,D_OMIM:614475
G_164656,D_OMIM:300953
G_168507,D_ORPHA:254525
G_374462,D_OMIM:616028
G_4487,D_OMIM:612015
G_3149,D_ORPHA:569816
G_51474,D_OMIM:615658
G_9419,D_OMIM:609227
G_4617,D_OMIM:609620
G_23155,D_OMIM:618748
G_925,D_OMIM:611876
G_10025,D_OMIM:613876
G_3029,D_OMIM:617575
G_57449,D_OMIM:601650
G_545,D_ORPHA:642691
G_60495,D_OMIM:127000
G_146227,D_ORPHA:713
G_201973,D_OMIM:607107
G_7168,D_OMIM:613328
G_7332,D_OMIM:611664
G_1911,D_ORPHA:254925
G_7299,D_ORPHA:363523
G_966,D_OMIM:619719
G_1482,D_OMIM:612563
G_7784,D_ORPHA:248408
G_89869,D_OMIM:118400
G_9439,D_OMIM:313400
G_3667,D_ORPHA:330032
G_2066,D_OMIM:615577
G_54551,D_OMIM:229300
G_6794,D_OMIM:604379
G_1261,D_ORPHA:699593
G_91,D_ORPHA:912
G_11155,D_ORPHA:88918
G_100151683,D_OMIM:617272
G_8864,D_ORPHA:397615
G_10102,D_ORPHA:228305
G_378884,D_ORPHA:708014
G_79650,D_OMIM:620228
G_24140,D_OMIM:271400
G_84693,D_ORPHA:50944
G_246213,D_OMIM:129400
G_27257,D_OMIM:610448
G_7436,D_OMIM:617175
G_23424,D_OMIM:619260
G_50515,D_OMIM:615993
G_3814,D_OMIM:618031
G_5158,D_ORPHA:2348
G_57135,D_ORPHA:352596
G_55773,D_OMIM:232220
G_11222,D_OMIM:162830
G_2464,D_OMIM:617626
G_25981,D_OMIM:614727
G_9051,D_ORPHA:98897
G_11011,D_ORPHA:3322
G_4087,D_ORPHA:99646
G_6868,D_OMIM:311250
G_662,D_OMIM:618012
G_11330,D_OMIM:608978
G_6907,D_ORPHA:104077
G_50515,D_OMIM:610031
G_51660,D_ORPHA:93270
G_8820,D_OMIM:606664
G_1027,D_OMIM:619445
G_51473,D_OMIM:605019
G_26235,D_ORPHA:564178
G_7332,D_OMIM:620603
G_26146,D_ORPHA:707983
G_4953,D_OMIM:615725
G_5818,D_OMIM:615503
G_402381,D_ORPHA:101089
G_973,D_ORPHA:165991
G_6314,D_OMIM:250850
G_79868,D_OMIM:612712
G_6999,D_ORPHA:656326
G_2623,D_OMIM:618782
G_6532,D_ORPHA:93608
G_26119,D_OMIM:613307
G_391356,D_ORPHA:93339
G_2160,D_ORPHA:502363
G_9321,D_ORPHA:369840
G_23435,D_OMIM:616777
G_80224,D_OMIM:301013
G_11281,D_OMIM:601952
G_51284,D_OMIM:614920
G_3020,D_OMIM:612119
G_2100,D_OMIM:300511
G_55655,D_ORPHA:538963
G_84879,D_ORPHA:589608
G_10178,D_ORPHA:269215
G_25871,D_ORPHA:179494
G_2099,D_OMIM:612119
G_151188,D_OMIM:619504
G_84947,D_OMIM:211380
G_10801,D_OMIM:620888
G_9154,D_ORPHA:168601
G_845,D_ORPHA:168606
G_3859,D_OMIM:610678
G_4144,D_OMIM:618097
G_1119,D_ORPHA:3193
G_3662,D_ORPHA:2882
G_90416,D_OMIM:615879
G_6892,D_ORPHA:71271
G_2266,D_ORPHA:502363
G_126,D_OMIM:615071
G_2261,D_OMIM:618434
G_4221,D_OMIM:300244
G_85365,D_ORPHA:2412
G_54892,D_ORPHA:653722
G_3872,D_OMIM:118700
G_6232,D_OMIM:615821
G_30000,D_ORPHA:171690
G_10568,D_OMIM:141200
G_63035,D_OMIM:617836
G_9180,D_OMIM:607151
G_83959,D_ORPHA:247820
G_100288687,D_ORPHA:99000
G_948,D_ORPHA:99879
G_4014,D_OMIM:309548
G_51314,D_ORPHA:251375
G_6821,D_OMIM:604454
G_23600,D_OMIM:613856
G_1417,D_ORPHA:99966
G_56479,D_OMIM:616944
G_64175,D_OMIM:620237
