node1,node2,label
G_6555,D_OMIM:620342,0
G_7422,D_OMIM:617767,0
G_1478,D_OMIM:301116,1
G_11280,D_ORPHA:391392,1
G_3199,D_ORPHA:83463,1
G_115761,D_OMIM:613694,0
G_645104,D_ORPHA:263534,0
G_10178,D_ORPHA:269215,0
G_5357,D_ORPHA:436242,0
G_85465,D_OMIM:261650,0
G_56652,D_ORPHA:363534,1
G_970,D_ORPHA:98957,0
G_54205,D_ORPHA:101084,0
G_1558,D_ORPHA:90154,0
G_3329,D_ORPHA:100994,1
G_4771,D_OMIM:101000,1
G_11081,D_ORPHA:53691,1
G_2692,D_OMIM:618157,1
G_6778,D_OMIM:618266,0
G_10395,D_OMIM:300863,0
G_6935,D_ORPHA:98974,1
G_2253,D_ORPHA:220386,1
G_100303755,D_OMIM:618577,0
G_7275,D_OMIM:619245,0
G_1298,D_OMIM:618761,0
G_11322,D_OMIM:620174,0
G_2646,D_OMIM:232600,0
G_5062,D_ORPHA:1571,1
G_6900,D_ORPHA:3389,0
G_644096,D_ORPHA:3208,1
G_643226,D_OMIM:122600,0
G_5251,D_OMIM:307800,1
G_7037,D_OMIM:616740,1
G_54539,D_ORPHA:2609,1
G_8091,D_ORPHA:397590,1
G_3586,D_OMIM:609423,1
G_402,D_OMIM:619082,1
G_2324,D_ORPHA:1947,0
G_775,D_ORPHA:595098,1
G_51117,D_ORPHA:137776,0
G_54795,D_ORPHA:871,1
G_2261,D_OMIM:616482,1
G_1188,D_ORPHA:89938,1
G_7431,D_OMIM:314250,0
G_1421,D_ORPHA:98990,1
G_285527,D_ORPHA:79333,0
G_51412,D_OMIM:618470,1
G_593,D_ORPHA:268173,1
G_494513,D_OMIM:621456,0
G_10682,D_OMIM:300960,1
G_1593,D_ORPHA:909,1
G_375056,D_OMIM:619269,1
G_124093,D_OMIM:620888,0
G_79621,D_ORPHA:689234,1
G_23322,D_OMIM:611561,1
G_112817,D_OMIM:613616,1
G_4921,D_OMIM:222730,0
G_83700,D_OMIM:221750,0
G_6336,D_ORPHA:90026,1
G_103625684,D_OMIM:621562,1
G_5649,D_ORPHA:465508,0
G_1308,D_ORPHA:79402,1
G_9853,D_OMIM:257850,0
G_92255,D_ORPHA:528084,1
G_84879,D_ORPHA:589608,0
G_7050,D_ORPHA:280195,1
G_494513,D_OMIM:616586,0
G_10320,D_OMIM:618849,0
G_43,D_OMIM:621523,0
G_8720,D_ORPHA:464756,0
G_1180,D_OMIM:255700,1
G_4053,D_OMIM:614819,1
G_10280,D_OMIM:614373,1
G_64220,D_ORPHA:98938,1
G_84925,D_OMIM:612292,0
G_5147,D_ORPHA:475,1
G_90161,D_OMIM:301025,1
G_3853,D_OMIM:606685,0
G_145226,D_ORPHA:247768,0
G_401138,D_ORPHA:100032,1
G_1832,D_ORPHA:293899,1
G_84957,D_ORPHA:79306,0
G_686,D_ORPHA:477817,0
G_6121,D_ORPHA:238505,0
G_55858,D_ORPHA:314667,1
G_8822,D_OMIM:617964,0
G_10049,D_OMIM:618357,0
G_51750,D_OMIM:615190,1
G_51185,D_ORPHA:178345,0
G_2130,D_ORPHA:97338,1
G_128869,D_OMIM:106100,0
G_55182,D_OMIM:619688,1
G_3766,D_ORPHA:199343,1
G_153642,D_OMIM:300915,0
G_4626,D_OMIM:608837,1
G_60509,D_OMIM:619834,0
G_64145,D_OMIM:278000,0
G_3930,D_ORPHA:1426,1
G_8302,D_OMIM:231000,0
G_25828,D_ORPHA:38874,0
G_1161,D_ORPHA:90322,1
G_7424,D_OMIM:615907,1
G_6335,D_OMIM:133020,1
G_4508,D_OMIM:551500,1
G_1144,D_OMIM:616321,1
G_23020,D_OMIM:620568,0
G_4000,D_OMIM:611881,0
G_1147,D_ORPHA:88919,0
G_5265,D_OMIM:616649,0
G_29899,D_ORPHA:314597,1
G_6657,D_OMIM:620651,0
G_8450,D_ORPHA:85293,1
G_4297,D_ORPHA:589534,1
G_23438,D_OMIM:270300,0
G_4613,D_ORPHA:357034,1
G_93210,D_ORPHA:247262,1
G_215,D_OMIM:300100,1
G_23438,D_ORPHA:642976,1
G_57570,D_OMIM:616539,1
G_5137,D_OMIM:225200,0
G_2516,D_OMIM:300699,0
G_11322,D_OMIM:614831,0
G_10735,D_OMIM:620601,0
G_79053,D_OMIM:608104,1
G_3030,D_OMIM:108500,0
G_4948,D_ORPHA:79432,1
G_9652,D_OMIM:618659,0
G_1427,D_OMIM:116100,1
G_55120,D_OMIM:611377,0
G_57731,D_OMIM:617519,1
G_79853,D_OMIM:619340,0
G_5075,D_OMIM:604286,0
G_7136,D_OMIM:300614,0
G_8805,D_ORPHA:2971,0
G_2332,D_ORPHA:908,1
G_2074,D_ORPHA:178338,1
G_6508,D_OMIM:104500,0
G_1108,D_ORPHA:653712,1
G_2261,D_ORPHA:2363,1
G_10806,D_OMIM:613615,1
G_8449,D_ORPHA:743,0
G_29969,D_OMIM:620014,1
G_2316,D_ORPHA:75497,1
G_4688,D_OMIM:619146,0
G_119559,D_ORPHA:227510,0
G_973,D_OMIM:278800,0
G_7125,D_OMIM:620161,1
G_6521,D_OMIM:112010,1
G_2632,D_ORPHA:206583,1
G_3631,D_OMIM:600145,0
G_84295,D_OMIM:113300,0
G_64801,D_OMIM:300972,0
G_5144,D_OMIM:614613,1
G_79083,D_ORPHA:79478,1
G_699,D_OMIM:300968,0
G_1138,D_OMIM:615280,0
G_8985,D_OMIM:612394,1
G_2995,D_ORPHA:295203,0
G_28981,D_OMIM:192605,0
G_51227,D_OMIM:231690,0
G_5027,D_ORPHA:67038,1
G_5333,D_OMIM:300496,0
G_2961,D_OMIM:613068,0
G_80267,D_ORPHA:79310,0
G_3939,D_OMIM:612933,1
G_4035,D_OMIM:604093,1
G_55135,D_OMIM:613988,1
G_5277,D_OMIM:614820,0
G_1468,D_OMIM:211900,0
G_7167,D_ORPHA:569,0
G_26275,D_OMIM:250620,1
G_7048,D_ORPHA:144,1
G_4040,D_OMIM:620156,0
G_23097,D_OMIM:618916,1
G_2521,D_OMIM:614782,1
G_1134,D_ORPHA:656135,0
G_6833,D_OMIM:600972,0
G_10058,D_ORPHA:98942,1
G_5873,D_OMIM:607624,1
G_9080,D_OMIM:607677,0
G_6096,D_OMIM:618939,0
G_3708,D_OMIM:117360,1
G_6096,D_OMIM:258870,0
G_3594,D_ORPHA:186,1
G_7054,D_ORPHA:137893,0
G_64834,D_ORPHA:2312,0
G_9254,D_OMIM:618501,1
G_7531,D_ORPHA:531,1
G_79663,D_OMIM:301010,0
G_3827,D_ORPHA:3474,0
G_1413,D_OMIM:613099,0
G_128178,D_OMIM:618300,0
G_3827,D_ORPHA:483,1
G_2972,D_ORPHA:930,0
G_2562,D_OMIM:617113,1
G_51284,D_ORPHA:536,1
G_57190,D_ORPHA:2020,1
G_51490,D_OMIM:601214,0
G_8911,D_ORPHA:228305,0
G_2623,D_ORPHA:67044,1
G_9750,D_OMIM:619637,0
G_55262,D_ORPHA:2512,1
G_84163,D_ORPHA:98977,0
G_28514,D_OMIM:612631,0
G_9020,D_OMIM:616733,0
G_649,D_ORPHA:216812,1
G_100033413,D_OMIM:600223,0
G_546,D_OMIM:618734,0
G_54675,D_OMIM:615983,0
G_818,D_OMIM:226750,0
G_1642,D_OMIM:612955,0
G_8642,D_OMIM:120433,0
G_23092,D_OMIM:302200,0
G_9842,D_OMIM:611497,1
G_1654,D_ORPHA:163684,0
G_10013,D_OMIM:215045,0
G_1071,D_ORPHA:181428,1
G_3141,D_OMIM:614300,0
G_9711,D_OMIM:231670,0
G_63915,D_ORPHA:231531,1
G_135886,D_ORPHA:904,1
G_3815,D_OMIM:232800,0
G_258,D_OMIM:616270,1
G_1959,D_OMIM:607678,1
G_85021,D_OMIM:617347,0
G_8911,D_OMIM:118220,0
G_3273,D_ORPHA:217467,1
G_3689,D_ORPHA:363523,0
G_6184,D_ORPHA:402020,1
G_4893,D_OMIM:615412,0
G_9217,D_OMIM:608627,1
G_1175,D_OMIM:601098,0
G_51314,D_OMIM:609195,0
G_1836,D_ORPHA:2632,0
G_2556,D_ORPHA:79102,1
G_79875,D_ORPHA:91387,1
G_64581,D_OMIM:618224,0
G_285,D_OMIM:606766,0
G_4214,D_ORPHA:242,1
G_5087,D_OMIM:618688,0
G_8653,D_ORPHA:1646,1
G_6598,D_ORPHA:99966,1
G_7043,D_OMIM:107970,1
G_9049,D_ORPHA:314786,1
G_3265,D_ORPHA:79414,1
G_594,D_OMIM:620698,1
G_3373,D_OMIM:607676,0
G_9742,D_ORPHA:65,1
G_845,D_ORPHA:280224,0
G_54829,D_OMIM:619908,0
G_53834,D_OMIM:613571,0
G_91461,D_OMIM:613152,0
G_8518,D_ORPHA:3459,0
G_4644,D_ORPHA:306511,0
G_5274,D_ORPHA:530303,1
G_747,D_OMIM:168885,1
G_23435,D_ORPHA:700154,1
G_3673,D_ORPHA:79501,0
G_10083,D_OMIM:620115,0
G_6445,D_OMIM:253700,1
G_6334,D_ORPHA:178469,1
G_1180,D_OMIM:619689,0
G_4621,D_ORPHA:3275,1
G_6708,D_OMIM:130600,1
G_23169,D_ORPHA:3144,1
G_170302,D_OMIM:308350,1
G_85320,D_ORPHA:3287,0
G_2138,D_OMIM:602588,1
G_3209,D_OMIM:140000,1
G_79669,D_ORPHA:513456,0
G_84947,D_OMIM:615113,0
G_201625,D_OMIM:619183,0
G_3455,D_OMIM:601979,0
G_2244,D_ORPHA:248408,1
G_7784,D_OMIM:617712,1
G_4811,D_ORPHA:269215,1
G_8295,D_OMIM:300830,0
G_2495,D_OMIM:620669,1
G_1121,D_OMIM:600059,0
G_285,D_OMIM:619369,1
G_285203,D_OMIM:615297,1
G_8131,D_OMIM:251270,0
G_5457,D_OMIM:619352,1
G_816,D_OMIM:608390,0
G_5308,D_ORPHA:98978,1
G_54805,D_OMIM:616418,1
G_4068,D_ORPHA:538931,1
G_1933,D_ORPHA:88616,1
G_5940,D_OMIM:619653,0
G_729582,D_ORPHA:146,1
G_1690,D_OMIM:601369,1
G_253017,D_ORPHA:163699,0
G_29926,D_ORPHA:869,1
G_9851,D_OMIM:211900,0
G_79042,D_OMIM:618179,0
G_51164,D_OMIM:604804,0
G_2767,D_OMIM:145981,1
G_171023,D_ORPHA:97297,1
G_3815,D_OMIM:601626,1
G_8989,D_OMIM:204200,0
G_3747,D_OMIM:619080,0
G_51091,D_OMIM:604326,0
G_23545,D_OMIM:600513,0
G_6491,D_ORPHA:2512,1
G_20,D_OMIM:618808,1
G_55065,D_ORPHA:411712,1
G_79703,D_OMIM:618432,1
G_1120,D_OMIM:602541,1
G_11224,D_OMIM:614691,0
G_50814,D_OMIM:617532,0
G_826,D_OMIM:617607,0
G_7855,D_OMIM:620731,1
G_152816,D_ORPHA:363417,0
G_8091,D_ORPHA:94063,1
G_112939,D_ORPHA:656135,0
G_105259599,D_OMIM:194071,1
G_28395,D_ORPHA:216873,0
G_103,D_OMIM:127400,1
G_3779,D_OMIM:615777,0
G_4509,D_OMIM:620686,0
G_9126,D_OMIM:610759,1
G_93627,D_OMIM:620777,0
G_950,D_OMIM:254900,1
G_23288,D_ORPHA:369,0
G_9101,D_OMIM:603592,0
G_2706,D_OMIM:601544,1
G_84233,D_OMIM:600320,0
G_80311,D_OMIM:614654,0
G_5889,D_ORPHA:145,1
G_51733,D_OMIM:609048,0
G_4000,D_ORPHA:289916,0
G_79798,D_ORPHA:189427,1
G_8710,D_OMIM:618060,0
G_2767,D_ORPHA:79483,1
G_401,D_ORPHA:64754,0
G_1297,D_OMIM:270700,0
G_91875,D_OMIM:158310,0
G_27019,D_ORPHA:244,1
G_10019,D_OMIM:254450,1
G_1075,D_ORPHA:88644,0
G_7169,D_ORPHA:171436,1
G_4668,D_OMIM:618177,0
G_2674,D_ORPHA:1106,0
G_5631,D_ORPHA:308621,0
G_400569,D_OMIM:253290,0
G_8547,D_OMIM:614205,0
G_80704,D_ORPHA:199348,1
G_9698,D_OMIM:616115,0
G_10295,D_OMIM:171300,0
G_3643,D_ORPHA:695147,0
G_55857,D_OMIM:615780,1
G_10681,D_OMIM:617182,1
G_6507,D_ORPHA:2131,1
G_10845,D_OMIM:616282,0
G_1302,D_OMIM:215150,1
G_6348,D_OMIM:165550,0
G_124976,D_OMIM:614837,0
G_8483,D_OMIM:617666,0
G_8302,D_OMIM:301072,0
G_6532,D_OMIM:607834,1
G_10220,D_OMIM:612922,0
G_9084,D_OMIM:608996,0
G_79776,D_ORPHA:99789,0
G_8200,D_OMIM:610017,1
G_9739,D_OMIM:619464,0
G_2561,D_ORPHA:65748,0
G_4843,D_OMIM:620490,0
G_1327,D_ORPHA:216866,0
G_27183,D_OMIM:608443,0
G_56983,D_ORPHA:79145,1
G_84231,D_ORPHA:592570,1
G_284086,D_ORPHA:370924,0
G_118491,D_ORPHA:276234,1
G_94,D_ORPHA:275777,1
G_11141,D_ORPHA:1394,0
G_80199,D_OMIM:182940,1
G_64421,D_OMIM:607681,0
G_204,D_ORPHA:33355,1
G_29998,D_OMIM:619325,1
G_23019,D_OMIM:619102,0
G_91147,D_OMIM:618462,0
G_57120,D_ORPHA:686495,0
G_64072,D_OMIM:601386,1
G_23562,D_OMIM:614035,1
G_9152,D_OMIM:180200,0
G_38,D_ORPHA:134,1
G_200162,D_OMIM:312300,0
G_267010,D_ORPHA:85199,1
G_130589,D_ORPHA:36367,0
G_23483,D_ORPHA:3377,0
G_125,D_OMIM:613661,0
G_2138,D_OMIM:260000,0
G_283446,D_ORPHA:2771,0
G_11281,D_ORPHA:654,1
G_9181,D_OMIM:613819,0
G_238,D_OMIM:613014,1
G_4059,D_OMIM:111200,1
G_1282,D_OMIM:180000,1
G_6696,D_ORPHA:93552,1
G_1438,D_OMIM:300770,1
G_1187,D_ORPHA:280558,0
G_7486,D_ORPHA:314022,0
G_7503,D_OMIM:300087,1
G_6928,D_OMIM:137920,1
G_2147,D_OMIM:601367,1
G_112476,D_ORPHA:98811,1
G_5727,D_ORPHA:379,0
G_6928,D_ORPHA:2578,1
G_7546,D_ORPHA:220386,1
G_51102,D_OMIM:620629,1
G_3662,D_OMIM:621097,1
G_1499,D_ORPHA:33402,1
G_5910,D_OMIM:619065,0
G_256646,D_OMIM:614455,0
G_2064,D_ORPHA:247691,0
G_23384,D_ORPHA:589856,0
G_26750,D_ORPHA:769,0
G_7534,D_ORPHA:178469,1
G_84919,D_OMIM:617252,0
G_4838,D_ORPHA:280195,1
G_324,D_ORPHA:220460,1
G_24140,D_OMIM:616034,0
G_101954271,D_OMIM:621564,1
G_400916,D_OMIM:616209,1
G_50964,D_OMIM:233690,0
G_10585,D_ORPHA:86812,1
G_1523,D_OMIM:257220,0
G_1453,D_ORPHA:164736,1
G_4091,D_OMIM:179300,1
G_3480,D_ORPHA:73273,1
G_6850,D_OMIM:618418,0
G_55343,D_OMIM:615402,0
G_3454,D_ORPHA:1473,0
G_159686,D_ORPHA:404437,0
G_9607,D_ORPHA:300530,0
G_65217,D_OMIM:187000,0
G_25794,D_OMIM:607921,1
G_4902,D_ORPHA:1997,0
G_2672,D_ORPHA:228390,0
G_79663,D_OMIM:607330,0
G_3658,D_OMIM:252100,0
G_4081,D_OMIM:108300,0
G_55699,D_ORPHA:369861,0
G_1610,D_OMIM:300915,0
G_768206,D_OMIM:619170,0
G_7716,D_OMIM:614249,0
G_6392,D_ORPHA:100093,1
G_23446,D_OMIM:617694,0
G_2645,D_OMIM:166260,0
G_26153,D_OMIM:620156,1
G_6094,D_ORPHA:216981,0
G_55186,D_OMIM:620211,1
G_3973,D_ORPHA:96265,1
G_85378,D_OMIM:251270,1
G_55670,D_ORPHA:440731,0
G_7343,D_OMIM:617672,1
G_4915,D_ORPHA:442835,1
G_22856,D_ORPHA:363417,1
G_4047,D_OMIM:616509,1
G_6139,D_ORPHA:567502,0
G_1739,D_OMIM:618250,0
G_6576,D_OMIM:612158,0
G_51062,D_ORPHA:100984,1
G_1376,D_OMIM:608836,1
G_51816,D_OMIM:616503,0
G_50940,D_ORPHA:606,0
G_4715,D_OMIM:614299,0
G_3937,D_ORPHA:565624,0
G_2103,D_OMIM:621152,0
G_27068,D_OMIM:617223,1
G_5627,D_OMIM:618464,0
G_4566,D_ORPHA:693907,0
G_135,D_ORPHA:2785,0
G_5230,D_OMIM:255320,0
G_55005,D_ORPHA:642976,1
G_5910,D_OMIM:620655,1
G_5277,D_OMIM:301072,1
G_23022,D_OMIM:610733,0
G_50515,D_ORPHA:99042,0
G_23022,D_OMIM:614887,0
G_131118,D_OMIM:182900,0
G_2153,D_ORPHA:600194,1
G_7136,D_OMIM:168605,0
G_2623,D_ORPHA:79277,1
G_9863,D_OMIM:309530,0
G_63976,D_OMIM:604091,0
G_4047,D_ORPHA:2850,1
G_170692,D_ORPHA:31150,0
G_6927,D_OMIM:125853,1
G_171023,D_ORPHA:295195,0
G_26750,D_ORPHA:314381,0
G_6521,D_OMIM:179800,1
G_1642,D_OMIM:612269,0
G_5648,D_OMIM:619521,0
G_9526,D_OMIM:167320,0
G_186,D_ORPHA:777,1
G_6606,D_OMIM:253550,1
G_3911,D_ORPHA:656,1
G_871,D_OMIM:613848,1
G_23400,D_ORPHA:98873,0
G_6303,D_ORPHA:2340,1
G_5727,D_OMIM:610828,1
G_65080,D_ORPHA:352563,1
G_5590,D_ORPHA:199302,0
G_1131,D_OMIM:613869,0
G_56652,D_ORPHA:642976,1
G_7314,D_ORPHA:241,0
G_5966,D_OMIM:619652,1
G_10512,D_ORPHA:31150,0
G_2623,D_OMIM:314050,1
G_3035,D_ORPHA:488333,1
G_60684,D_ORPHA:369847,1
G_54567,D_OMIM:612577,0
G_9652,D_OMIM:222470,1
G_23268,D_ORPHA:42062,0
G_8942,D_OMIM:144755,0
G_8842,D_OMIM:603786,1
G_10526,D_ORPHA:162,0
G_60468,D_OMIM:618469,0
G_4254,D_ORPHA:280628,1
G_9020,D_ORPHA:79500,0
G_4647,D_ORPHA:231178,1
G_3868,D_ORPHA:276234,0
G_5727,D_ORPHA:93926,1
G_9898,D_OMIM:256550,0
G_6794,D_ORPHA:99042,0
G_51412,D_ORPHA:528084,1
G_9197,D_ORPHA:171863,1
G_7138,D_ORPHA:98902,1
G_27152,D_OMIM:607823,0
G_3887,D_OMIM:115000,0
G_200576,D_ORPHA:289586,0
G_3178,D_ORPHA:475,0
G_23171,D_ORPHA:592570,0
G_23451,D_OMIM:614286,1
G_5058,D_OMIM:613805,0
G_987,D_ORPHA:445018,1
G_8928,D_ORPHA:280195,1
G_1050,D_ORPHA:178338,0
G_10735,D_OMIM:301022,1
G_5745,D_ORPHA:33067,1
G_26834,D_OMIM:620851,1
G_5832,D_OMIM:612692,0
G_55768,D_OMIM:615273,1
G_90952,D_OMIM:603511,0
G_145226,D_ORPHA:791,1
G_79415,D_OMIM:621182,0
G_23522,D_ORPHA:85201,1
G_29998,D_OMIM:611726,0
G_7516,D_OMIM:613563,0
G_84899,D_OMIM:617772,0
G_1644,D_OMIM:269250,0
G_10102,D_OMIM:618666,0
G_4010,D_ORPHA:2613,1
G_654,D_OMIM:602361,0
G_4193,D_ORPHA:99970,1
G_7374,D_OMIM:617993,0
G_123872,D_OMIM:613193,1
G_2583,D_ORPHA:289465,0
G_1540,D_ORPHA:391343,0
G_2019,D_OMIM:619218,1
G_92482,D_ORPHA:141291,0
G_2099,D_OMIM:608446,1
G_9517,D_ORPHA:684226,0
G_10594,D_OMIM:600059,1
G_51124,D_ORPHA:708126,0
G_5265,D_OMIM:230900,0
G_7391,D_OMIM:602491,1
G_6854,D_ORPHA:98977,0
G_6301,D_OMIM:615524,0
G_79783,D_OMIM:231690,1
G_3747,D_OMIM:619913,1
G_3845,D_ORPHA:144,1
G_714,D_OMIM:610474,0
G_10068,D_ORPHA:169142,0
G_27286,D_ORPHA:1945,1
G_4363,D_OMIM:613094,0
G_5828,D_OMIM:614867,1
G_4010,D_ORPHA:495818,1
G_1770,D_OMIM:604233,0
G_10653,D_ORPHA:563708,1
G_10617,D_ORPHA:1401,0
G_8864,D_OMIM:604348,1
G_3854,D_OMIM:615728,1
G_23530,D_OMIM:614736,1
G_54583,D_OMIM:109150,0
G_6023,D_OMIM:250250,1
G_9971,D_ORPHA:69665,1
G_4625,D_OMIM:613426,1
G_23389,D_ORPHA:216718,1
G_4093,D_OMIM:615342,1
G_5956,D_OMIM:303900,1
G_5696,D_ORPHA:226,0
G_258,D_ORPHA:100031,1
G_5660,D_OMIM:251260,0
G_30011,D_ORPHA:696945,1
G_4233,D_OMIM:607278,1
G_57462,D_ORPHA:1147,0
G_84233,D_OMIM:612989,1
G_6295,D_OMIM:162091,0
G_5873,D_ORPHA:79477,1
G_387082,D_OMIM:614878,0
G_23040,D_ORPHA:699850,1
G_4716,D_OMIM:618681,0
G_2108,D_ORPHA:394532,1
G_25939,D_ORPHA:481662,1
G_4914,D_ORPHA:146,1
G_1593,D_OMIM:615881,0
G_4792,D_ORPHA:98832,0
G_4353,D_ORPHA:324561,0
G_9829,D_ORPHA:90797,0
G_283446,D_ORPHA:169467,0
G_4905,D_OMIM:619340,1
G_27315,D_OMIM:610773,0
G_200373,D_OMIM:613559,0
G_2188,D_OMIM:603467,1
G_4763,D_OMIM:162210,1
G_10159,D_ORPHA:363654,1
G_27235,D_OMIM:146500,1
G_9853,D_ORPHA:521438,0
G_5119,D_ORPHA:169150,0
G_9518,D_ORPHA:431329,0
G_51004,D_ORPHA:93921,1
G_25776,D_ORPHA:475,1
G_6229,D_OMIM:300910,0
G_55157,D_OMIM:264700,0
G_343637,D_OMIM:206800,1
G_4166,D_OMIM:217800,1
G_54205,D_OMIM:612004,1
G_3621,D_ORPHA:363710,0
G_6400,D_OMIM:621068,1
G_55605,D_OMIM:135700,1
G_5648,D_OMIM:610092,0
G_9080,D_OMIM:619093,1
G_11154,D_ORPHA:93328,0
G_89953,D_OMIM:621129,1
G_346007,D_OMIM:602772,1
G_113278,D_OMIM:211500,1
G_259266,D_OMIM:614743,0
G_3875,D_ORPHA:247794,0
G_3756,D_ORPHA:420561,1
G_158326,D_OMIM:248450,1
G_1756,D_ORPHA:445038,0
G_83538,D_ORPHA:244,1
G_56970,D_ORPHA:2289,0
G_2554,D_OMIM:612304,0
G_6913,D_ORPHA:79095,0
G_5982,D_OMIM:612951,0
G_6224,D_OMIM:117210,0
G_50700,D_OMIM:614078,0
G_84300,D_ORPHA:1460,1
G_57477,D_OMIM:616541,0
G_7476,D_OMIM:617925,0
G_96459,D_OMIM:619705,1
G_493753,D_ORPHA:100974,0
G_79645,D_ORPHA:244,1
G_2688,D_ORPHA:231662,1
G_3162,D_OMIM:614034,1
G_975,D_ORPHA:324321,0
G_23265,D_OMIM:619072,1
G_30062,D_ORPHA:163746,0
G_6622,D_ORPHA:171695,1
G_8443,D_OMIM:222765,1
G_5610,D_OMIM:300486,0
G_1213,D_OMIM:617854,1
G_8803,D_ORPHA:1933,1
G_1421,D_ORPHA:98991,1
G_4040,D_ORPHA:99798,1
G_23524,D_OMIM:620538,0
G_10299,D_OMIM:615993,0
G_22917,D_OMIM:300123,0
G_2697,D_ORPHA:2248,1
G_257,D_OMIM:224500,0
G_9342,D_OMIM:609528,1
G_3980,D_ORPHA:1727,0
G_7337,D_ORPHA:411515,1
G_26040,D_OMIM:617638,0
G_745,D_ORPHA:647811,1
G_8675,D_ORPHA:391307,0
G_140628,D_ORPHA:334,1
G_139411,D_ORPHA:98771,0
G_2906,D_ORPHA:442835,1
G_3861,D_ORPHA:79399,1
G_84062,D_ORPHA:231531,1
G_2177,D_ORPHA:84,1
G_8996,D_ORPHA:319189,1
G_6658,D_ORPHA:90695,1
G_5931,D_OMIM:209885,0
G_4858,D_OMIM:618859,1
G_5139,D_OMIM:155755,0
G_3040,D_ORPHA:163596,1
G_3257,D_OMIM:203300,1
G_1674,D_OMIM:617272,0
G_23149,D_ORPHA:647804,1
G_201163,D_ORPHA:2903,1
G_10641,D_ORPHA:2197,0
G_823,D_ORPHA:488594,1
G_63035,D_OMIM:301029,1
G_4477,D_ORPHA:1331,1
G_2625,D_ORPHA:2237,1
G_2677,D_OMIM:610842,1
G_166379,D_ORPHA:110,1
G_3745,D_ORPHA:442835,1
G_51343,D_OMIM:612656,0
G_440138,D_OMIM:620224,0
G_3190,D_ORPHA:453504,1
G_81027,D_OMIM:613112,1
G_89891,D_ORPHA:474,1
G_5774,D_ORPHA:70567,1
G_9096,D_ORPHA:247798,0
G_4669,D_OMIM:613192,0
G_5333,D_ORPHA:2387,1
G_1436,D_OMIM:615723,0
G_538,D_OMIM:309400,1
G_27429,D_OMIM:610297,1
G_6597,D_ORPHA:1465,1
G_5993,D_OMIM:617315,0
G_8195,D_OMIM:605231,1
G_85016,D_ORPHA:457088,0
G_7780,D_ORPHA:136,0
G_54872,D_OMIM:619812,1
G_9368,D_OMIM:606690,0
G_1029,D_ORPHA:2591,0
G_28958,D_OMIM:267430,0
G_594,D_OMIM:616239,0
G_79659,D_ORPHA:93270,1
G_10157,D_OMIM:615378,0
G_57716,D_ORPHA:79101,0
G_4693,D_ORPHA:90050,1
G_23093,D_ORPHA:137776,0
G_3455,D_OMIM:608051,0
G_6310,D_OMIM:601071,0
G_3172,D_OMIM:620699,0
G_3891,D_ORPHA:653722,0
G_7048,D_OMIM:610168,1
G_55823,D_ORPHA:466934,1
G_6521,D_ORPHA:822,1
G_2182,D_OMIM:305620,0
G_442721,D_OMIM:619267,0
G_7054,D_OMIM:619834,0
G_55081,D_ORPHA:369852,0
G_57158,D_OMIM:613873,1
G_10621,D_OMIM:619872,1
G_4990,D_OMIM:206900,1
G_5130,D_ORPHA:85167,1
G_2196,D_ORPHA:589527,1
G_401138,D_OMIM:617607,1
G_22802,D_ORPHA:87,0
G_3482,D_OMIM:114550,1
G_85301,D_ORPHA:438117,1
G_6399,D_OMIM:613120,0
G_23204,D_ORPHA:261584,0
G_265,D_ORPHA:100033,1
G_124872,D_OMIM:232240,0
G_5723,D_OMIM:614023,1
G_28960,D_ORPHA:2495,0
G_3458,D_ORPHA:88,1
G_10519,D_OMIM:103580,0
G_26224,D_OMIM:606220,1
G_5122,D_ORPHA:314950,0
G_356,D_OMIM:600348,0
G_6897,D_OMIM:608393,0
G_1050,D_ORPHA:102724,1
G_8030,D_ORPHA:2585,0
G_4513,D_OMIM:620456,0
G_3064,D_OMIM:143100,1
G_727897,D_ORPHA:171700,1
G_25814,D_ORPHA:98761,1
G_7072,D_OMIM:300957,0
G_8642,D_OMIM:615401,0
G_79983,D_OMIM:300604,1
G_79574,D_OMIM:616415,0
G_9049,D_ORPHA:314790,1
G_125170,D_OMIM:612422,0
G_91252,D_ORPHA:275872,0
G_3908,D_ORPHA:2342,0
G_283008,D_OMIM:272750,0
G_2322,D_ORPHA:98833,1
G_715,D_OMIM:130080,1
G_1062,D_ORPHA:485421,0
G_6647,D_ORPHA:803,1
G_285527,D_OMIM:621049,1
G_8626,D_ORPHA:2440,1
G_84634,D_ORPHA:650077,1
G_7484,D_OMIM:618204,0
G_6730,D_OMIM:618681,0
G_54714,D_OMIM:619355,0
G_2672,D_ORPHA:742,0
G_5243,D_OMIM:120080,1
G_57094,D_OMIM:614418,1
G_2056,D_OMIM:613705,0
G_5972,D_ORPHA:217330,1
G_1145,D_ORPHA:98913,1
G_8831,D_OMIM:613453,0
G_3664,D_ORPHA:1300,1
G_3078,D_ORPHA:93571,1
G_3198,D_ORPHA:69737,1
G_9244,D_ORPHA:157820,1
G_23020,D_ORPHA:791,1
G_825,D_ORPHA:221016,0
G_3431,D_ORPHA:538872,0
G_51343,D_OMIM:620145,1
G_388551,D_OMIM:618410,1
G_26281,D_OMIM:300895,0
G_57679,D_OMIM:607225,1
G_5081,D_OMIM:268220,1
G_4018,D_ORPHA:319514,0
